cum_reactions,n_reagents,named_reaction,parent,reactions_added,reagents,reward,smiles,step,template_id
280,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCNCC1,1,O=C(O)CNc1ccc(B(O)O)cc1,0.9138,COc1ccccc1CCNCC1CCN(CCNc2ccc(B(O)O)cc2)CC1,244,139
281,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCNCC1,1,O=C(O)c1cccc(N=C=S)c1,0.9117,COc1ccccc1CCNCC1CCN(Cc2cccc(N=C=S)c2)CC1,245,139
282,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCNCC1,1,N[C@@H](Cc1c[nH]cn1)C(=O)O,0.908,COc1ccccc1CCNCC1CCN(CC(N)Cc2c[nH]cn2)CC1,246,139
283,1,Reductive amination (ketone),COc1ccccc1CCNCC1CCNCC1,1,CC(=O)c1cccc(B(O)O)c1,0.8833,COc1ccccc1CCN(CC1CCNCC1)C(C)c1cccc(B(O)O)c1,247,74
284,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCNCC1,1,O=C(O)[C@@H](NCc1c[nH]c2ccc(Br)cc12)c1ccccc1,0.8802,COc1ccccc1CCN(CC1CCNCC1)CC(NCc1c[nH]c2ccc(Br)cc12)c1ccccc1,248,139
285,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCNCC1,1,O=C(O)CNc1ccc(B(O)O)cc1,0.8699,COc1ccccc1CCN(CCNc1ccc(B(O)O)cc1)CC1CCNCC1,249,139
286,1,Buchwald-Hartwig amination,COc1ccccc1CCNCC1CCNCC1,1,Nc1cccc(Br)c1O,0.8631,COc1ccccc1CCN(CC1CCNCC1)c1cccc(N)c1O,250,114
287,1,Buchwald-Hartwig amination,COc1ccccc1CCNCC1CCNCC1,1,O=Cc1c[nH]c2ccc(Br)cc12,0.8369,COc1ccccc1CCN(CC1CCNCC1)c1ccc2[nH]cc(C=O)c2c1,251,114
288,1,Pictet-Spengler cyclisation,COc1ccccc1CCNCC1CCNCC1,1,CCC=O,0.8253,CCC1c2cccc(OC)c2CCN1CC1CCNCC1,252,144
289,1,Amide coupling,COc1ccccc1CCNCC1CCNCC1,1,Nc1ccc(C(=O)O)cc1Br,0.6775,COc1ccccc1CCN(CC1CCNCC1)C(=O)c1ccc(N)c(Br)c1,253,79
290,1,Urea formation (amine + amine),COc1ccccc1CCNCC1CCNCC1,1,NCCN1CCN(c2cc(F)ccc2C(=O)CCl)CC1,0.6522,COc1ccccc1CCNCC1CCN(C(=O)NCCN2CCN(c3cc(F)ccc3C(=O)CCl)CC2)CC1,254,126
291,1,Urea formation (amine + amine),COc1ccccc1CCNCC1CCNCC1,1,NCCc1c[nH]c2ccc(O)cc12,0.5085,COc1ccccc1CCN(CC1CCNCC1)C(=O)NCCc1c[nH]c2ccc(O)cc12,255,126
294,1,Reductive amination (aldehyde),O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,3,COc1ccccc1CCN,1.0,COc1ccccc1CCNCCCN1CCCC(Nc2cc(F)ccc2O)C1,256,69
295,1,Direct acid -> amine (reductive),O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,1,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,1.0,NC(Cc1c[nH]c2ccccc12)CN(c1cc(F)ccc1O)C1CCCN(CCC=O)C1,257,139
296,1,Direct acid -> amine (reductive),O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,1,O=C(O)[C@@H]1Cc2ccccc2CN1,1.0,O=CCCN1CCCC(N(CC2Cc3ccccc3CN2)c2cc(F)ccc2O)C1,258,139
297,1,Buchwald-Hartwig amination,O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,1,NCCc1ccccc1Br,1.0,NCCc1ccccc1N(c1cc(F)ccc1O)C1CCCN(CCC=O)C1,259,114
298,1,Direct acid -> amine (reductive),O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,1,C[C@@H](NCc1cccc(Br)c1)C(=O)O,0.9943,CC(CN(c1cc(F)ccc1O)C1CCCN(CCC=O)C1)NCc1cccc(Br)c1,260,139
299,1,Reductive amination (aldehyde),O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,1,COc1cc(C(F)(F)F)ccc1C=O,0.9893,COc1cc(C(F)(F)F)ccc1CN(c1cc(F)ccc1O)C1CCCN(CCC=O)C1,261,70
300,1,Amide coupling,O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,1,O=C(O)C1CCN1c1ccnc(F)c1,0.9871,O=CCCN1CCCC(N(C(=O)C2CCN2c2ccnc(F)c2)c2cc(F)ccc2O)C1,262,79
301,1,Amide coupling,O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,1,O=C(O)CCNCc1c[nH]c2ccc(F)cc12,0.987,O=CCCN1CCCC(N(C(=O)CCNCc2c[nH]c3ccc(F)cc23)c2cc(F)ccc2O)C1,263,79
302,1,Amide coupling,O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,1,O=C(O)c1ccccc1CCl,0.9862,O=CCCN1CCCC(N(C(=O)c2ccccc2CCl)c2cc(F)ccc2O)C1,264,79
303,1,Reductive amination (aldehyde),O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,1,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0.9836,O=C(O)C(Cc1c[nH]c2ccccc12)NCCCN1CCCC(Nc2cc(F)ccc2O)C1,265,69
304,1,Direct acid -> amine (reductive),O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,1,Cc1cc(N(C)CC(=O)O)cnc1F,0.9784,Cc1cc(N(C)CCN(c2cc(F)ccc2O)C2CCCN(CCC=O)C2)cnc1F,266,139
305,1,Reductive amination (aldehyde),O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.9756,O=C(O)C1Cc2ccccc2CN1CCCN1CCCC(Nc2cc(F)ccc2O)C1,267,71
306,1,Reductive amination (aldehyde),O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,1,Brc1ccc2c(CNCc3ccccc3)c[nH]c2c1,0.9658,Oc1ccc(F)cc1NC1CCCN(CCCN(Cc2ccccc2)Cc2c[nH]c3cc(Br)ccc23)C1,268,71
307,1,Buchwald-Hartwig amination,O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,1,Brc1ccc2c(CNCc3ccccc3)c[nH]c2c1,0.9588,O=CCCN1CCCC(N(c2ccc3c(CNCc4ccccc4)c[nH]c3c2)c2cc(F)ccc2O)C1,269,114
308,1,Reductive amination (aldehyde),O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,1,NCCc1ccccc1N[C@@H](CO)C(=O)O,0.9524,NCCc1ccccc1N(CCCN1CCCC(Nc2cc(F)ccc2O)C1)C(CO)C(=O)O,270,71
309,1,Reductive amination (aldehyde),O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,1,N#Cc1cc(N)cc(Br)c1,0.9366,N#Cc1cc(Br)cc(NCCCN2CCCC(Nc3cc(F)ccc3O)C2)c1,271,69
310,1,Esterification,O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.919,O=CCCN1CCCC(Nc2cc(F)ccc2OC(=O)C2Cc3ccccc3CN2)C1,272,130
311,1,Urea formation (amine + amine),O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,1,Brc1ccc2c(CNCc3ccccc3)c[nH]c2c1,0.885,O=CCCN1CCCC(N(C(=O)N(Cc2ccccc2)Cc2c[nH]c3cc(Br)ccc23)c2cc(F)ccc2O)C1,273,129
312,1,Esterification,O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,1,Cc1cc(N(C)CC(=O)O)cnc1F,0.8676,Cc1cc(N(C)CC(=O)Oc2ccc(F)cc2NC2CCCN(CCC=O)C2)cnc1F,274,130
313,1,Esterification,O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,1,O=C(O)[C@@H](NCc1c[nH]c2ccc(Br)cc12)c1ccccc1,0.8243,O=CCCN1CCCC(Nc2cc(F)ccc2OC(=O)C(NCc2c[nH]c3ccc(Br)cc23)c2ccccc2)C1,275,130
314,1,Esterification,O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,1,COc1ccccc1CNCC[C@H](N)C(=O)O,0.7745,COc1ccccc1CNCCC(N)C(=O)Oc1ccc(F)cc1NC1CCCN(CCC=O)C1,276,130
315,1,Reductive amination (aldehyde),O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,1,O=C(O)CNc1ccc(B(O)O)cc1,0.7174,O=C(O)CN(CCCN1CCCC(Nc2cc(F)ccc2O)C1)c1ccc(B(O)O)cc1,277,71
316,1,Amide coupling,O=CCCN1CCCC(Nc2cc(F)ccc2O)C1,1,N[C@@H](Cc1ccc([N+](=O)[O-])cc1)C(=O)O,0.637,NC(Cc1ccc([N+](=O)[O-])cc1)C(=O)N(c1cc(F)ccc1O)C1CCCN(CCC=O)C1,278,79
319,1,Reductive amination (ketone),CNCCN1CCCC(NCCc2c[nH]c3ccccc23)C1,3,O=C(CCl)c1ccc(Br)cc1,1.0,CNCCN1CCCC(N(CCc2c[nH]c3ccccc23)C(CCl)c2ccc(Br)cc2)C1,279,74
320,1,Buchwald-Hartwig amination,CNCCN1CCCC(NCCc2c[nH]c3ccccc23)C1,1,Fc1cc(Br)ccn1,0.9969,CNCCN1CCCC(N(CCc2c[nH]c3ccccc23)c2ccnc(F)c2)C1,280,114
321,1,Direct acid -> amine (reductive),CNCCN1CCCC(NCCc2c[nH]c3ccccc23)C1,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.9877,CNCCN1CCCC(N(CCc2c[nH]c3ccccc23)CC(N)Cc2ccc(O)cc2)C1,281,139
322,1,Amide coupling,CNCCN1CCCC(NCCc2c[nH]c3ccccc23)C1,1,O=C(O)C1CCN1c1ccnc(F)c1,0.9851,CN(CCN1CCCC(NCCc2c[nH]c3ccccc23)C1)C(=O)C1CCN1c1ccnc(F)c1,282,79
323,1,Amide coupling,CNCCN1CCCC(NCCc2c[nH]c3ccccc23)C1,1,O=Cc1cccc(C(=O)O)c1,0.9579,CNCCN1CCCC(N(CCc2c[nH]c3ccccc23)C(=O)c2cccc(C=O)c2)C1,283,79
324,1,Direct acid -> amine (reductive),CNCCN1CCCC(NCCc2c[nH]c3ccccc23)C1,1,O=C(CCl)c1ccc(N2CC(C(=O)O)C2)cc1F,0.9459,CNCCN1CCCC(N(CCc2c[nH]c3ccccc23)CC2CN(c3ccc(C(=O)CCl)c(F)c3)C2)C1,284,139
325,1,Reductive amination (ketone),CNCCN1CCCC(NCCc2c[nH]c3ccccc23)C1,1,O=C1Cc2ccc(C(=O)CCl)cc2N1,0.9208,CN(CCN1CCCC(NCCc2c[nH]c3ccccc23)C1)C(CCl)c1ccc2c(c1)NC(=O)C2,285,74
326,1,Buchwald-Hartwig amination,CNCCN1CCCC(NCCc2c[nH]c3ccccc23)C1,1,Nc1cc(Br)ccc1NCc1c[nH]c2ccc(F)cc12,0.6117,CN(CCN1CCCC(NCCc2c[nH]c3ccccc23)C1)c1ccc(NCc2c[nH]c3ccc(F)cc23)c(N)c1,286,114
328,1,Pictet-Spengler cyclisation,O=CCNC1CC1,2,NCCc1c[nH]c2ccc(O)cc12,0.9697,Oc1ccc2[nH]c3c(c2c1)CCNC3CNC1CC1,287,141
329,1,Pictet-Spengler cyclisation,O=CCNC1CC1,1,NCCc1ccc(O)cc1,0.9656,Oc1ccc2c(c1)C(CNC1CC1)NCC2,288,145
330,1,Reductive amination (aldehyde),O=CCNC1CC1,1,NCCc1ccc(O)cc1,0.9412,Oc1ccc(CCNCCNC2CC2)cc1,289,69
331,1,Direct acid -> amine (reductive),O=CCNC1CC1,1,O=C(O)CCNCc1c[nH]c2ccc(F)cc12,0.8418,O=CCN(CCCNCc1c[nH]c2ccc(F)cc12)C1CC1,290,139
332,1,Pictet-Spengler cyclisation,O=CCNC1CC1,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.7737,O=C(O)C1Cc2ccc(O)cc2C(CNC2CC2)N1,291,145
333,1,Pictet-Spengler cyclisation,O=CCNC1CC1,1,COc1ccccc1CCN,0.7042,COc1cccc2c1CCNC2CNC1CC1,292,145
334,1,Reductive amination (aldehyde),O=CCNC1CC1,1,NCc1ccccc1O,0.5991,Oc1ccccc1CNCCNC1CC1,293,69
335,1,Direct acid -> amine (reductive),O=CCNC1CC1,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.556,NC(Cc1ccc(O)cc1)CN(CC=O)C1CC1,294,139
338,1,Reductive amination (aldehyde),CNCCN1CCCC1CNCCc1ccccc1OC,3,O=Cc1c[nH]c2ccc(Br)cc12,1.0,CNCCN1CCCC1CN(CCc1ccccc1OC)Cc1c[nH]c2ccc(Br)cc12,295,70
339,1,Buchwald-Hartwig amination,CNCCN1CCCC1CNCCc1ccccc1OC,1,Fc1cc(Br)ccn1,0.996,CNCCN1CCCC1CN(CCc1ccccc1OC)c1ccnc(F)c1,296,114
340,1,Direct acid -> amine (reductive),CNCCN1CCCC1CNCCc1ccccc1OC,1,O=C(O)CCNCc1c[nH]c2ccc(F)cc12,0.9905,COc1ccccc1CCNCC1CCCN1CCN(C)CCCNCc1c[nH]c2ccc(F)cc12,297,139
341,1,Amide coupling,CNCCN1CCCC1CNCCc1ccccc1OC,1,Nc1c(F)cccc1C(=O)O,0.9661,CNCCN1CCCC1CN(CCc1ccccc1OC)C(=O)c1cccc(F)c1N,298,79
342,1,Direct acid -> amine (reductive),CNCCN1CCCC1CNCCc1ccccc1OC,1,O=Cc1ccccc1NCCC(=O)O,0.7732,CNCCN1CCCC1CN(CCCNc1ccccc1C=O)CCc1ccccc1OC,299,139
343,1,Urea formation (amine + amine),CNCCN1CCCC1CNCCc1ccccc1OC,1,Nc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12,0.7516,COc1ccccc1CCNCC1CCCN1CCN(C)C(=O)N(Cc1c[nH]c2ccc(Br)cc12)c1cccc(Br)c1N,300,129
