assigned_hub,cum_reactions,n_reagents,named_reaction,parent,reactions_added,reagents,reward,smiles,step,template_id
Brc1cc(NCC2Cc3ccccc3CN2)[nH]n1,116,1,Suzuki coupling,OB(O)c1cccc(NCc2ccc3[nH]c(C4CNC4)nc3c2)c1,3,Brc1cc(NC[C@@H]2Cc3ccccc3CN2)[nH]n1,8.2489,c1cc(NCc2ccc3[nH]c(C4CNC4)nc3c2)cc(-c2cc(NCC3Cc4ccccc4CN3)[nH]n2)c1,32,86
O=C(O)c1ccc2nc(C3CNC3)[nH]c2c1,119,1,Amide coupling,O=C(O)c1ccc2nc(C3CNC3)[nH]c2c1,3,NCCc1cn(Cc2ccc(-c3nnn(CC4CC4)n3)cc2)c2ccccc12,8.247,O=C(NCCc1cn(Cc2ccc(-c3nnn(CC4CC4)n3)cc2)c2ccccc12)c1ccc2nc(C3CNC3)[nH]c2c1,33,76
N#Cc1cccc(-c2ccc(NCc3cccc(C4=NCCc5ccccc54)c3)cc2)c1,123,1,Tetrazole formation (nitrile + alkyl halide),N#Cc1cccc(-c2ccc(NCc3cccc(C4=NCCc5ccccc54)c3)cc2)c1,4,ClCC1CC1,8.2461,c1cc(CNc2ccc(-c3cccc(-c4nnn(CC5CC5)n4)c3)cc2)cc(C2=NCCc3ccccc32)c1,34,104
C#Cc1ccc(NCc2cccc(C(=O)NC3CC3)c2)cc1,127,1,Triazole formation (alkyne + alkyl halide),C#Cc1ccc(NCc2cccc(C(=O)NC3CC3)c2)cc1,4,ClCC1CC1,8.2432,O=C(NC1CC1)c1cccc(CNc2ccc(-c3cn(CC4CC4)nn3)cc2)c1,35,100
Brc1cccc(-c2nc3cc(-c4nnn(CC5CC5)n4)ccc3o2)c1,130,1,Buchwald-Hartwig amination,Brc1cccc(-c2nc3cc(-c4nnn(CC5CC5)n4)ccc3o2)c1,3,NCc1cn(CC2CC2)c2ccccc12,8.2352,c1cc(NCc2cn(CC3CC3)c3ccccc23)cc(-c2nc3cc(-c4nnn(CC5CC5)n4)ccc3o2)c1,36,113
OB(O)c1ccc(NCc2cccc(-c3nc4ccccc4o3)c2)cc1,133,1,Suzuki coupling,OB(O)c1ccc(NCc2cccc(-c3nc4ccccc4o3)c2)cc1,3,O=C(Nc1cc(Br)n[nH]1)C1CNC1,8.2338,O=C(Nc1cc(-c2ccc(NCc3cccc(-c4nc5ccccc5o4)c3)cc2)n[nH]1)C1CNC1,37,86
O=C(O)c1ccc2[nH]c(C3CNC3)nc2c1,137,1,Amide coupling,O=C(O)c1ccc2[nH]c(C3CNC3)nc2c1,4,NCc1cn(Cc2ccc(C(=O)NC3CC3)cc2)c2ccccc12,8.2326,O=C(NCc1cn(Cc2ccc(C(=O)NC3CC3)cc2)c2ccccc12)c1ccc2[nH]c(C3CNC3)nc2c1,38,76
OB(O)c1cccc(NCc2ccc3[nH]c(-c4ccc(COC5CN6CCC5CC6)cc4)nc3c2)c1,140,1,Benzimidazole formation,Nc1ccc(CNc2cccc(-c3cnc(F)nc3)c2)cc1N,3,O=C(O)c1ccc(CO[C@H]2CN3CCC2CC3)cc1,8.2324,Fc1ncc(-c2cccc(NCc3ccc4[nH]c(-c5ccc(COC6CN7CCC6CC7)cc5)nc4c3)c2)cn1,39,182
Nc1ccc(C(=O)NCc2nc3cc(-c4nnn(CC5CC5)n4)ccc3o2)cc1N,144,1,Benzimidazole formation,Nc1ccc(C(=O)NCc2nc3cc(-c4nnn(CC5CC5)n4)ccc3o2)cc1N,4,O=C(O)C1CNC1,8.2317,O=C(NCc1nc2cc(-c3nnn(CC4CC4)n3)ccc2o1)c1ccc2nc(C3CNC3)[nH]c2c1,40,182
Nc1cccc(-c2cc(NC(=O)c3ccc(COC4CN5CCC4CC5)cc3)[nH]n2)c1,148,1,Urea formation (amine + amine),Nc1cccc(-c2cc(NC(=O)c3ccc(CO[C@H]4CN5CCC4CC5)cc3)[nH]n2)c1,4,Nc1ccnc2ccccc12,8.2307,O=C(Nc1cccc(-c2cc(NC(=O)c3ccc(COC4CN5CCC4CC5)cc3)[nH]n2)c1)Nc1ccnc2ccccc12,41,124
Brc1ccc2c(C3NCCc4ccccc43)c[nH]c2c1,150,1,Suzuki coupling,Brc1ccc2c(C3NCCc4ccccc43)c[nH]c2c1,2,OB(O)c1cccc(NCc2ccc(-c3nnn(CC4CC4)n3)nc2)c1,8.2257,c1cc(NCc2ccc(-c3nnn(CC4CC4)n3)nc2)cc(-c2ccc3c(C4NCCc5ccccc54)c[nH]c3c2)c1,42,87
N#Cc1ccc(NCc2ccc(C(=O)NC3CC3)cc2)cc1,154,1,Tetrazole formation (nitrile + alkyl halide),N#Cc1ccc(NCc2ccc(C(=O)NC3CC3)cc2)cc1,4,ClCC1CC1,8.2214,O=C(NC1CC1)c1ccc(CNc2ccc(-c3nnn(CC4CC4)n3)cc2)cc1,43,104
O=Cc1cccc(C2=NCCc3ccccc32)c1,156,1,Reductive amination (aldehyde),O=Cc1cccc(C2=NCCc3ccccc32)c1,2,Nc1cccc(-c2cc(NC(=O)NC3CC3)[nH]n2)c1,8.221,O=C(Nc1cc(-c2cccc(NCc3cccc(C4=NCCc5ccccc54)c3)c2)n[nH]1)NC1CC1,44,69
O=C(Nc1cccc2cc[nH]c12)c1cccc(-c2cc(NC(=O)C3CNC3)[nH]n2)c1,160,1,N-alkylation (azole N-H + alkyl halide),O=C(Nc1cccc2cc[nH]c12)c1cccc(-c2cc(NC(=O)C3CNC3)[nH]n2)c1,4,ClCC1CC1,8.2183,O=C(Nc1cccc2ccn(CC3CC3)c12)c1cccc(-c2cc(NC(=O)C3CNC3)[nH]n2)c1,45,200
O=C(NCc1c[nH]c2ccccc12)c1cccc(-c2cc(C3NCCc4ccccc43)ccn2)c1,164,1,N-alkylation (azole N-H + alkyl halide),O=C(NCc1c[nH]c2ccccc12)c1cccc(-c2cc(C3NCCc4ccccc43)ccn2)c1,4,ClCC1CC1,8.2171,O=C(NCc1cn(CC2CC2)c2ccccc12)c1cccc(-c2cc(C3NCCc4ccccc43)ccn2)c1,46,200
O=C(O)c1cccc2oc(C3CCN3)nc12,168,1,Direct acid -> amine (reductive),O=C(O)c1cccc2oc(C3CCN3)nc12,4,Nc1ccc(-c2cn(CC3CC3)cn2)cc1,8.2167,c1cc(CNc2ccc(-c3cn(CC4CC4)cn3)cc2)c2nc(C3CCN3)oc2c1,47,136
,170,1,Amide coupling,O=C(O)c1ccc(COCC2CNC2)cc1,2,Nc1ccc(NCc2cn(CC3CC3)c3ccccc23)cc1,8.2138,O=C(Nc1ccc(NCc2cn(CC3CC3)c3ccccc23)cc1)c1ccc(COCC2CNC2)cc1,48,76
O=C(c1ccc(CCl)cc1)N(Cc1ccc(-c2nnn(CC3CC3)n2)nc1)c1ccnc2ccccc12,174,1,Williamson ether synthesis,O=C(c1ccc(CCl)cc1)N(Cc1ccc(-c2nnn(CC3CC3)n2)nc1)c1ccnc2ccccc12,4,O[C@H]1CN2CCC1CC2,8.2076,O=C(c1ccc(COC2CN3CCC2CC3)cc1)N(Cc1ccc(-c2nnn(CC3CC3)n2)nc1)c1ccnc2ccccc12,49,176
Nc1ccc(-c2nc(-c3cccc(-c4nnn(CC5CC5)n4)c3)cs2)cc1,178,1,Direct acid -> amine (reductive),Nc1ccc(-c2nc(-c3cccc(-c4nnn(CC5CC5)n4)c3)cs2)cc1,4,O=C(O)[C@@H]1Cc2ccccc2CN1,8.2068,c1cc(-c2csc(-c3ccc(NCC4Cc5ccccc5CN4)cc3)n2)cc(-c2nnn(CC3CC3)n2)c1,50,137
,181,1,Direct acid -> amine (reductive),Nc1cccc(-c2cc(NC(=O)c3ccc(COCC4CNC4)cc3)[nH]n2)c1,3,O=C(O)[C@@H]1Cc2ccccc2CN1,8.2058,O=C(Nc1cc(-c2cccc(NCC3Cc4ccccc4CN3)c2)n[nH]1)c1ccc(COCC2CNC2)cc1,51,137
Nc1ccc2[nH]c(C3CCNCC3)nc2c1,184,1,Direct acid -> amine (reductive),Nc1ccc2[nH]c(C3CCNCC3)nc2c1,3,O=C(O)c1ccc(-c2nnn(CC3CC3)n2)nc1,8.2051,c1cc(-c2nnn(CC3CC3)n2)ncc1CNc1ccc2[nH]c(C3CCNCC3)nc2c1,52,137
,188,1,Reductive amination (aldehyde),O=Cc1ccc(-c2ccc(NCc3ccc(-c4nnn(CC5CC5)n4)nc3)cc2)cc1,4,NC12CC(C1)C2,8.205,c1cc(-c2nnn(CC3CC3)n2)ncc1CNc1ccc(-c2ccc(CNC34CC(C3)C4)cc2)cc1,53,69
CC1(C)OB(c2ccc(NCc3ccc4nc(C5CNC5)oc4c3)nc2)OC1(C)C,191,1,Suzuki coupling (pinacol boronate),CC1(C)OB(c2ccc(NCc3ccc4nc(C5CNC5)oc4c3)nc2)OC1(C)C,3,Brc1cc(NC[C@@H]2Cc3ccccc3CN2)[nH]n1,8.2046,c1ccc2c(c1)CNC(CNc1cc(-c3ccc(NCc4ccc5nc(C6CNC6)oc5c4)nc3)n[nH]1)C2,54,90
O=C(O)c1cccc(-c2ccc(NCc3ccc4[nH]c(C5CNC5)nc4c3)cc2)c1,193,1,Pictet-Spengler cyclisation,O=C(O)c1cccc(-c2ccc(NCc3ccc4[nH]c(C5CNC5)nc4c3)cc2)c1,2,NCCc1ccccc1,8.2043,c1cc(C2=NCCc3ccccc32)cc(-c2ccc(NCc3ccc4[nH]c(C5CNC5)nc4c3)cc2)c1,55,153
Nc1cc(-c2nc3cc(CNC45CC(C4)C5)ccc3[nH]2)ccc1O,196,1,Benzoxazole formation,Nc1cc(-c2nc3cc(CNC45CC(C4)C5)ccc3[nH]2)ccc1O,3,O=C(O)c1ccc(CO[C@H]2CN3CCC2CC3)cc1,8.2027,c1cc2[nH]c(-c3ccc4oc(-c5ccc(COC6CN7CCC6CC7)cc5)nc4c3)nc2cc1CNC12CC(C1)C2,56,180
O=C(O)c1ccc2nc(C3Cc4ccccc4CN3)oc2c1,200,1,Amide coupling,O=C(O)c1ccc2nc([C@@H]3Cc4ccccc4CN3)oc2c1,4,Nc1cccc(-c2cn(CC3CC3)cn2)c1,8.2024,O=C(Nc1cccc(-c2cn(CC3CC3)cn2)c1)c1ccc2nc(C3Cc4ccccc4CN3)oc2c1,57,76
O=C(O)c1ccc2oc(-c3cccc(C4=NCCc5ccccc54)c3)nc2c1,203,1,Amide coupling,O=C(O)c1ccc2oc(-c3cccc(C4=NCCc5ccccc54)c3)nc2c1,3,NCc1cn(CC2CC2)c2ccccc12,8.2003,O=C(NCc1cn(CC2CC2)c2ccccc12)c1ccc2oc(-c3cccc(C4=NCCc5ccccc54)c3)nc2c1,58,76
NCc1cn(CC2CC2)c2ccccc12,205,1,Amide coupling,NCc1cn(CC2CC2)c2ccccc12,2,O=C(O)C1CCN(Cc2ccc(-c3nnn(CC4CC4)n3)nc2)CC1,8.1995,O=C(NCc1cn(CC2CC2)c2ccccc12)C1CCN(Cc2ccc(-c3nnn(CC4CC4)n3)nc2)CC1,59,77
Nc1cc(-c2cccc(-c3nc4ccc(C(=O)NC5CC5)cc4o3)c2)n[nH]1,209,1,Direct acid -> amine (reductive),Nc1cc(-c2cccc(-c3nc4ccc(C(=O)NC5CC5)cc4o3)c2)n[nH]1,4,O=C(O)[C@@H]1Cc2ccccc2CN1,8.1991,O=C(NC1CC1)c1ccc2nc(-c3cccc(-c4cc(NCC5Cc6ccccc6CN5)[nH]n4)c3)oc2c1,60,137
O=C(O)c1cccc(-c2nc3ccc(-c4nc5cc(CNC67CC(C6)C7)ccc5[nH]4)cc3o2)c1,212,1,Amide coupling,O=C(O)c1cccc(-c2nc3ccc(-c4nc5cc(CNC67CC(C6)C7)ccc5[nH]4)cc3o2)c1,3,NC1CC1,8.1989,O=C(NC1CC1)c1cccc(-c2nc3ccc(-c4nc5cc(CNC67CC(C6)C7)ccc5[nH]4)cc3o2)c1,61,76
O=C(NCc1c[nH]c2ccccc12)C1CC(OCc2ccc(-c3nnn(CC4CC4)n3)cc2)CN1,216,1,N-alkylation (azole N-H + alkyl halide),O=C(NCc1c[nH]c2ccccc12)[C@@H]1C[C@@H](OCc2ccc(-c3nnn(CC4CC4)n3)cc2)CN1,4,ClCC1CC1,8.1973,O=C(NCc1cn(CC2CC2)c2ccccc12)C1CC(OCc2ccc(-c3nnn(CC4CC4)n3)cc2)CN1,62,200
OB(O)c1cccc(-c2nnn(CC3CC3)n2)c1,220,1,Suzuki coupling,OB(O)c1cccc(-c2nnn(CC3CC3)n2)c1,4,Brc1cc(NCc2ccc(-c3nnnn3CC3CC3)nc2)[nH]n1,8.1962,c1cc(-c2cc(NCc3ccc(-c4nnnn4CC4CC4)nc3)[nH]n2)cc(-c2nnn(CC3CC3)n2)c1,63,86
Nc1cccc(-c2ccc3nc(-c4cccc(C(=O)NC5CC5)c4)[nH]c3c2)c1,224,1,Direct acid -> amine (reductive),Nc1cccc(-c2ccc3nc(-c4cccc(C(=O)NC5CC5)c4)[nH]c3c2)c1,4,O=C(O)[C@@H]1Cc2ccccc2CN1,8.1948,O=C(NC1CC1)c1cccc(-c2nc3ccc(-c4cccc(NCC5Cc6ccccc6CN5)c4)cc3[nH]2)c1,64,137
OB(O)c1cccc(-c2nnn(Cc3ccc(C4=NCCc5ccccc54)cc3)n2)c1,227,1,Suzuki coupling,OB(O)c1cccc(-c2nnn(Cc3ccc(C4=NCCc5ccccc54)cc3)n2)c1,3,O=C(Nc1cc(Br)n[nH]1)C1CNC1,8.193,O=C(Nc1cc(-c2cccc(-c3nnn(Cc4ccc(C5=NCCc6ccccc65)cc4)n3)c2)n[nH]1)C1CNC1,65,86
NCCc1cn(CC2CC2)c2ccccc12,230,1,Amide coupling,NCCc1cn(CC2CC2)c2ccccc12,3,O=C(O)c1cccc(-c2cncc(-c3nnn(CC4CC4)n3)c2)c1,8.1916,O=C(NCCc1cn(CC2CC2)c2ccccc12)c1cccc(-c2cncc(-c3nnn(CC4CC4)n3)c2)c1,66,77
O=C(Nc1cccc(B(O)O)c1)c1ccc2nc(-c3ccccc3)oc2c1,233,1,Suzuki coupling,O=C(Nc1cccc(B(O)O)c1)c1ccc2nc(-c3ccccc3)oc2c1,3,O=C(Nc1cc(Br)n[nH]1)C1CNC1,8.1897,O=C(Nc1cccc(-c2cc(NC(=O)C3CNC3)[nH]n2)c1)c1ccc2nc(-c3ccccc3)oc2c1,67,86
Brc1ccc2nc(C3CNC3)[nH]c2c1,237,1,Suzuki coupling,Brc1ccc2nc(C3CNC3)[nH]c2c1,4,OB(O)c1cccc(NCc2cn(CC3CC3)c3ccccc23)c1,8.189,c1cc(NCc2cn(CC3CC3)c3ccccc23)cc(-c2ccc3nc(C4CNC4)[nH]c3c2)c1,68,87
O=C(Nc1cccc2cc[nH]c12)c1ccc(Cn2cc(CNC(=O)C3CNC3)c3ccccc32)cc1,239,1,N-alkylation (azole N-H + alkyl halide),O=C(Nc1cccc2cc[nH]c12)c1ccc(Cn2cc(CNC(=O)C3CNC3)c3ccccc32)cc1,2,ClCC1CC1,8.1885,O=C(Nc1cccc2ccn(CC3CC3)c12)c1ccc(Cn2cc(CNC(=O)C3CNC3)c3ccccc32)cc1,69,200
Nc1ccc(-c2cn(CC3CC3)nn2)cc1,242,1,Buchwald-Hartwig amination,Nc1ccc(-c2cn(CC3CC3)nn2)cc1,3,O=C(Nc1ccc(Br)cc1)C1CNC1,8.1843,O=C(Nc1ccc(Nc2ccc(-c3cn(CC4CC4)nn3)cc2)cc1)C1CNC1,70,112
Nc1ccc(-c2nnnn2Cc2ccc(C(=O)NC3CC3)cc2)cc1N,245,1,Benzimidazole formation,Nc1ccc(-c2nnnn2Cc2ccc(C(=O)NC3CC3)cc2)cc1N,3,O=C(O)c1ccc(CO[C@H]2CN3CCC2CC3)cc1,8.1839,O=C(NC1CC1)c1ccc(Cn2nnnc2-c2ccc3[nH]c(-c4ccc(COC5CN6CCC5CC6)cc4)nc3c2)cc1,71,182
