tag,arm,step,cum_modes,cum_reactions,reactions_added,reward,source_hub,smiles
rxnflow_clpp,best_candidate,11,11,33,3,-10.0,Nc1nc(NC(C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)O)c2ccccc2)nc2[nH]cnc12,O=C(O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Nc1nc(NC(=O)N2CCC(O)CC2)c2nc[nH]c2n1)c1ccccc1
rxnflow_clpp,best_candidate,12,12,36,3,-10.0,Nc1nc(N(C(=O)NCc2c[nH]c3ccccc23)C(C(=O)O)c2ccccc2)nc2[nH]cnc12,Nc1nc(N(C(=O)NCc2c[nH]c3ccccc23)C(c2ccccc2)c2nc3ccc(Br)cc3[nH]2)nc2[nH]cnc12
rxnflow_clpp,best_candidate,13,13,39,3,-9.9,O=C(O)C(Cc1c[nH]c2ccccc12)N(C(=O)NCCc1ccccc1)c1nnnn1C1CC1,O=C(NCCc1ccccc1)N(c1nnnn1C1CC1)C(Cc1c[nH]c2ccccc12)c1nc2ccc(C(F)(F)F)cc2[nH]1
rxnflow_clpp,best_candidate,14,14,42,3,-9.9,Nc1cc(CNc2c(O)cccc2CN2Cc3ccccc3CC2C(=O)O)ccc1O,Nc1cc(CNc2c(O)cccc2CN2Cc3ccccc3CC2c2nc3cc(F)ccc3o2)ccc1O
rxnflow_clpp,best_candidate,15,15,45,3,-9.9,O=C(O)CCC(Nc1nc(F)ccc1NC(=O)Nc1ccnc2ccccc12)C(=O)O,O=C(Nc1ccc(F)nc1NC(CCc1nc2cccc(Br)c2[nH]1)C(=O)O)Nc1ccnc2ccccc12
rxnflow_clpp,best_candidate,16,16,48,3,-9.9,Nc1ccc(CNC2(C3=NC(C(=O)O)Cc4ccc(O)cc43)CCC2)cc1N,Nc1ccc(CNC2(C3=NC(c4nc5cc(F)ccc5o4)Cc4ccc(O)cc43)CCC2)cc1N
rxnflow_clpp,best_candidate,17,17,51,3,-9.9,Nc1nc(Nc2c(O)cccc2C2=NC(C(=O)O)Cc3ccccc32)nc2[nH]cnc12,Nc1nc(N(C(=O)Nc2cccc(C(F)(F)F)c2)c2c(O)cccc2C2=NC(C(=O)O)Cc3ccccc32)nc2[nH]cnc12
rxnflow_clpp,best_candidate,18,18,54,3,-9.9,NC(CS)CN(C(=O)Nc1cccc(C(F)(F)F)c1)c1c(O)cccc1C(=O)O,NC(CS)CN(C(=O)Nc1cccc(C(F)(F)F)c1)c1c(O)cccc1-c1nc2ccc(C(F)(F)F)cc2[nH]1
rxnflow_clpp,best_candidate,19,19,57,3,-9.8,NC(CC1CCCCC1)CN(C(=O)Nc1cccc(C(F)(F)F)c1)C1(C(=O)O)CCC1,NC(CC1CCCCC1)CN(C(=O)Nc1cccc(C(F)(F)F)c1)C1(c2nc3cc(F)ccc3o2)CCC1
rxnflow_clpp,best_candidate,20,20,60,3,-9.8,Nc1ccc(F)nc1N(C(=O)Nc1ccccc1C(=O)O)C1(C(=O)O)CCC1,CC(NC(=O)Nc1ccc(F)nc1N(C(=O)Nc1ccccc1C(=O)O)C1(C(=O)O)CCC1)c1ccccc1
rxnflow_clpp,best_candidate,21,21,63,3,-9.8,NC(=O)CCC(NCC(N)Cc1ccc(O)cc1)C1=NC(C(=O)O)Cc2ccc([N+](=O)[O-])cc21,NC(=O)CCC(NCC(N)Cc1ccc(O)cc1)C1=NC(C2=NCCc3c2[nH]c2ccccc32)Cc2ccc([N+](=O)[O-])cc21
rxnflow_clpp,best_candidate,22,22,66,3,-9.7,Nc1nc(NC(Cc2c[nH]c3ccccc23)C(=O)N2CC(=O)C2)nc2[nH]cnc12,Nc1nc(N(C(=O)NCc2ccccc2)C(Cc2c[nH]c3ccccc23)C(=O)N2CC(=O)C2)nc2[nH]cnc12
rxnflow_clpp,best_candidate,23,23,69,3,-9.7,Nc1nc(Nc2ccccc2C(=O)N2CCCC(C(=O)O)C2)nc2[nH]cnc12,Nc1nc(Nc2ccccc2C(=O)N2CCCC(C(=O)NCc3ccc(C(F)(F)F)cc3)C2)nc2[nH]cnc12
rxnflow_clpp,best_candidate,24,24,72,3,-9.7,NC(CO)CNC(Cc1c[nH]c2ccccc12)C1=NC(C(=O)O)Cc2ccccc21,NC(CO)CNC(Cc1c[nH]c2ccccc12)C1=NC(c2nc3cc(F)ccc3o2)Cc2ccccc21
rxnflow_clpp,best_candidate,25,25,75,3,-9.7,NC(=O)CC(NCC(N)Cc1ccc(O)cc1)C1=NC(C(=O)O)Cc2ccccc21,NC(=O)CC(NCC(N)Cc1ccc(O)cc1)C1=NC(c2nc3ccc(C(=O)O)cc3o2)Cc2ccccc21
rxnflow_clpp,best_candidate,26,26,78,3,-9.7,Nc1cccc(NC2(C3=NC(C(=O)O)Cc4ccccc43)CCC2)c1C(=O)O,Nc1cccc(NC2(C3=NC(C(=O)NCCc4c[nH]c5ccccc45)Cc4ccccc43)CCC2)c1C(=O)O
rxnflow_clpp,best_candidate,27,27,81,3,-9.7,N=C(N)NCCCC(N)CN(C(=O)Nc1cccc(C(F)(F)F)c1)C(Cc1c[nH]c2ccccc12)C(=O)O,N=C(N)NCCCC(N)CN(C(=O)Nc1cccc(C(F)(F)F)c1)C(Cc1c[nH]c2ccccc12)c1nc2ccc(Br)cc2[nH]1
rxnflow_clpp,best_candidate,28,28,84,3,-9.7,O=C(O)C(Cc1ccccc1)Nc1nc(Nc2ccc3ccccc3n2)c2nc[nH]c2n1,O=C(O)C1Cc2ccccc2C(C(Cc2ccccc2)Nc2nc(Nc3ccc4ccccc4n3)c3nc[nH]c3n2)=N1
rxnflow_clpp,best_candidate,29,29,87,3,-9.7,CC(O)C(N)CNC(Cc1c[nH]c2ccccc12)C1=NC(C(=O)O)Cc2ccccc21,CC(O)C(N)CNC(Cc1c[nH]c2ccccc12)C1=NC(c2nc3ccc(C(F)(F)F)cc3[nH]2)Cc2ccccc21
rxnflow_clpp,best_candidate,30,30,90,3,-9.7,N=C(N)NCCCC(C(=O)O)N(C(=O)Nc1cccc(C(F)(F)F)c1)c1nc(N)c2nc[nH]c2n1,N=C(N)NCCCC(c1nc2cc(F)ccc2o1)N(C(=O)Nc1cccc(C(F)(F)F)c1)c1nc(N)c2nc[nH]c2n1
rxnflow_clpp,best_candidate,31,31,93,3,-9.7,NC(CCCN(C(=O)NCCc1ccccc1)c1ccc([N+](=O)[O-])c2ncccc12)C(=O)O,NC(CCCN(C(=O)NCCc1ccccc1)c1ccc([N+](=O)[O-])c2ncccc12)c1nc2cc(F)ccc2o1
rxnflow_clpp,best_candidate,32,32,96,3,-9.6,CCC(C)C(C(=O)O)N(C(=O)Nc1ccc(C(F)(F)F)cc1)c1nc(N)c2nc[nH]c2n1,CCC(C)C(c1nc2cc(F)c(F)cc2o1)N(C(=O)Nc1ccc(C(F)(F)F)cc1)c1nc(N)c2nc[nH]c2n1
rxnflow_clpp,best_candidate,33,33,99,3,-9.6,Nc1cc(C(F)(F)F)ccc1NC(=O)N(Cc1cccc(O)c1N)C(Cc1c[nH]c2ccccc12)C(=O)O,Nc1cc(C(F)(F)F)ccc1NC(=O)N(Cc1cccc(O)c1N)C(Cc1c[nH]c2ccccc12)c1nc2ccc(C(F)(F)F)cc2[nH]1
rxnflow_clpp,best_candidate,34,34,102,3,-9.6,NC(Cc1c[nH]c2ccccc12)C(=O)Nc1nc(NC2(C(=O)O)CCC2)cs1,NC(Cc1c[nH]c2ccccc12)C(=O)Nc1nc(N(Cc2ccc(C(F)(F)F)cn2)C2(C(=O)O)CCC2)cs1
rxnflow_clpp,best_candidate,35,35,105,3,-9.6,CC(C)C(C(=O)O)N(C(=O)NCc1c[nH]c2ccccc12)c1nc(N)c2nc[nH]c2n1,CC(C)C(C(=O)O)N(C(=O)NCc1c[nH]c2ccccc12)c1nc(Nc2ccc3ccccc3n2)c2nc[nH]c2n1
rxnflow_clpp,best_candidate,36,36,108,3,-9.6,CCC(N)CNC(Cc1c[nH]c2ccccc12)C(=O)NCc1ccc(C(F)(F)F)cc1,CCC(N)CN(C(=O)Nc1cccc(C(F)(F)F)c1)C(Cc1c[nH]c2ccccc12)C(=O)NCc1ccc(C(F)(F)F)cc1
rxnflow_clpp,best_candidate,37,37,111,3,-9.6,COC(=O)c1cccc(CN(C(=O)NCCc2ccc(O)cc2)C2(C(=O)O)CCC2)c1,COC(=O)c1cccc(CN(C(=O)NCCc2ccc(O)cc2)C2(c3nc4cc(F)c(F)cc4o3)CCC2)c1
rxnflow_clpp,best_candidate,38,38,114,3,-9.6,O=C(O)C(CCCNC(C(=O)O)c1ccccc1)Nc1ccc2ccccc2n1,O=C(O)C(NCCCC(C(=O)O)N(c1ccc2ccccc2n1)c1ncc2[nH]ccc2n1)c1ccccc1
rxnflow_clpp,best_candidate,39,39,117,3,-9.6,N=C(N)NCCCC(NCc1ccc(O)c(N)c1)C(=O)N1Cc2ccccc2CC1C(=O)O,N=C(N)NCCCC(NCc1ccc(O)c(N)c1)C(=O)N1Cc2ccccc2CC1c1nc2ccc(C(F)(F)F)cc2[nH]1
rxnflow_clpp,best_candidate,40,40,120,3,-9.5,O=C(O)C(CCNC(Cc1c[nH]c2ccccc12)C(=O)O)NCc1ccc(F)c(C(F)(F)F)c1,O=C(O)C(CCNC(Cc1c[nH]c2ccccc12)c1nc2cc(F)c(F)cc2o1)NCc1ccc(F)c(C(F)(F)F)c1
rxnflow_clpp,best_candidate,41,41,123,3,-9.5,N=C(N)NCCCC(C(=O)O)N(c1ccc2ccccc2n1)c1nc(N)c2nc[nH]c2n1,N=C(N)NCCCC(C1=NC(C(=O)O)Cc2c1[nH]c1ccccc21)N(c1ccc2ccccc2n1)c1nc(N)c2nc[nH]c2n1
rxnflow_clpp,best_candidate,42,42,126,3,-9.5,CSCCC(NCC(Cc1ccc(O)cc1)NC(=O)c1ccc(F)c(C(F)(F)F)c1)C(=O)O,CSCCC(NCC(Cc1ccc(O)cc1)NC(=O)c1ccc(F)c(C(F)(F)F)c1)c1nc2cc(F)c(F)cc2o1
rxnflow_clpp,best_candidate,43,43,129,3,-9.5,N=C(N)NCCCC(C(=O)O)N(Cc1cccc(F)c1F)CC(N)Cc1c[nH]c2ccccc12,N=C(N)NCCCC(c1nc2cc(F)ccc2o1)N(Cc1cccc(F)c1F)CC(N)Cc1c[nH]c2ccccc12
rxnflow_clpp,best_candidate,44,44,132,3,-9.5,Nc1nc(NC(Cc2ccccc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)O)nc2[nH]cnc12,Nc1nc(NC(Cc2ccccc2)C(=O)NC(Cc2c[nH]c3ccccc23)c2nc3cc(Br)ccc3o2)nc2[nH]cnc12
rxnflow_clpp,best_candidate,45,45,135,3,-9.5,CC(O)C(C(=O)O)N(C(=O)NC(Cc1ccc(O)cc1)C(=O)O)c1nc(N)c2nc[nH]c2n1,CC(O)C(c1nc2ccc(C(F)(F)F)cc2[nH]1)N(C(=O)NC(Cc1ccc(O)cc1)C(=O)O)c1nc(N)c2nc[nH]c2n1
rxnflow_clpp,best_candidate,46,46,138,3,-9.5,Nc1ccc(CN(C(=O)Nc2ccc(C(F)(F)F)cc2)C(CCC(=O)O)C(=O)O)cc1O,Nc1ccc(CN(C(=O)Nc2ccc(C(F)(F)F)cc2)C(CCC(=O)O)c2nc3ccc(C(F)(F)F)cc3[nH]2)cc1O
rxnflow_clpp,best_candidate,47,47,141,3,-9.5,CCC(C)C(NCc1cccc(O)c1Nc1ccc(C(F)(F)F)cn1)C(=O)O,CCC(C)C(C(=O)O)N(Cc1cccc(O)c1Nc1ccc(C(F)(F)F)cn1)C(=O)Nc1ccc(C(F)(F)F)cc1
rxnflow_clpp,best_candidate,48,48,144,3,-9.5,N=C(N)NCCCC(N)CNC(Cc1c[nH]c2ccccc12)C(=O)Nc1cccnc1Br,N=C(N)NCCCC(CNC(Cc1c[nH]c2ccccc12)C(=O)Nc1cccnc1Br)Nc1ccc(C(F)(F)F)cn1
rxnflow_clpp,best_candidate,49,49,147,3,-9.5,Nc1c(F)cccc1CN(C(=O)Nc1ccc(C(F)(F)F)cc1)C(Cc1ccc(O)cc1)C(=O)O,Nc1c(F)cccc1CN(C(=O)Nc1ccc(C(F)(F)F)cc1)C(Cc1ccc(O)cc1)c1nc2ccc(C(=O)O)cc2o1
rxnflow_clpp,best_candidate,50,50,150,3,-9.5,Nc1nc(NC(Cc2ccccc2)C(=O)N2Cc3ccccc3CC2C(=O)O)nc2[nH]cnc12,O=C(O)C1Cc2ccccc2CN1C(=O)C(Cc1ccccc1)Nc1nc(NCc2c[nH]c3ccc(F)cc23)c2nc[nH]c2n1
rxnflow_clpp,best_candidate,51,51,153,3,-9.5,Nc1nc(NC(c2ccccc2)c2nc3ccc(C(=O)O)cc3o2)nc2[nH]cnc12,Nc1nc(N(C(=O)NCc2ccccc2O)C(c2ccccc2)c2nc3ccc(C(=O)O)cc3o2)nc2[nH]cnc12
rxnflow_clpp,best_candidate,52,52,156,3,-9.5,NC(CO)CN(C(=O)Nc1cccc(C(F)(F)F)c1)C(Cc1ccc(O)cc1)C(=O)O,NC(CO)CN(C(=O)Nc1cccc(C(F)(F)F)c1)C(Cc1ccc(O)cc1)c1nc2cc(F)c(F)cc2o1
rxnflow_clpp,best_candidate,53,53,159,3,-9.5,CC(O)C(Nc1nc(F)ccc1N)C1=NC(C(=O)O)Cc2ccccc21,CC(O)C(Nc1nc(F)ccc1N)C1=NC(C(=O)NCCc2c[nH]c3ccccc23)Cc2ccccc21
rxnflow_clpp,best_candidate,54,54,162,3,-9.5,N=C(N)NCCCC(N)CNC(Cc1c[nH]c2ccccc12)CN1Cc2ccccc2CC1C(=O)O,N=C(N)NCCCC(N)CNC(Cc1c[nH]c2ccccc12)CN1Cc2ccccc2CC1C(=O)NCc1ccc(C(F)(F)F)cc1
rxnflow_clpp,best_candidate,55,55,165,3,-9.5,NC(CNC(C1=NC(C(=O)O)Cc2ccccc21)c1ccccc1)c1ccccc1,NC(CNC(C1=NC(C(=O)NCCc2ccccc2)Cc2ccccc21)c1ccccc1)c1ccccc1
rxnflow_clpp,best_candidate,56,56,168,3,-9.5,Nc1cc(CNC(CC2CCCCC2)C(=O)O)ccc1NCC(N)c1ccccc1,Nc1cc(CNC(CC2CCCCC2)C(=O)NCc2c[nH]c3ccccc23)ccc1NCC(N)c1ccccc1
rxnflow_clpp,best_candidate,57,57,171,3,-9.5,Nc1nc(NC(C(=O)Nc2cc(C(=O)O)ccc2O)c2ccccc2)nc2[nH]cnc12,Nc1nc(NC(C(=O)Nc2cc(C(=O)NCCc3ccccc3)ccc2O)c2ccccc2)nc2[nH]cnc12
rxnflow_clpp,best_candidate,58,58,174,3,-9.4,Cc1cc(N(C(=O)Nc2cc(F)c(F)cc2O)C(Cc2c[nH]c3ccccc23)C(=O)O)cnc1N,Cc1cc(N(C(=O)Nc2cc(F)c(F)cc2O)C(Cc2c[nH]c3ccccc23)C(=O)O)cnc1NCc1ccccc1Br
rxnflow_clpp,best_candidate,59,59,177,3,-9.4,N=C(N)NCCCC(NCc1ccc(O)c(N)c1)C1=NC(C(=O)O)Cc2ccccc21,CC(NCC1Cc2ccccc2C(C(CCCNC(=N)N)NCc2ccc(O)c(N)c2)=N1)c1ccccc1
rxnflow_clpp,best_candidate,60,60,180,3,-9.4,Nc1c(O)cccc1CNC(CCCNCc1ccc(C(F)(F)F)cc1)C(=O)O,Nc1c(O)cccc1CNC(CCCNCc1ccc(C(F)(F)F)cc1)c1nc2cc(F)c(F)cc2o1
rxnflow_clpp,best_candidate,61,61,183,3,-9.4,NC(=O)CC(Nc1ccc(C(=O)NC(C(=O)O)c2ccccc2)cc1)C(=O)O,NC(=O)CC(Nc1ccc(C(=O)NC(C(=O)O)c2ccccc2)cc1)c1nc2cc(F)ccc2o1
rxnflow_clpp,best_candidate,62,62,186,3,-9.4,Nc1nc(N(C(=O)NCc2cccc(O)c2)C(Cc2ccccc2)C(=O)O)nc2[nH]cnc12,CC(NCC(Cc1ccccc1)N(C(=O)NCc1cccc(O)c1)c1nc(N)c2nc[nH]c2n1)c1ccccc1
rxnflow_clpp,best_candidate,63,63,189,3,-9.4,O=C(O)C(Cc1c[nH]c2ccccc12)N(C(=O)NCCc1ccccc1)c1ncc2[nH]ccc2n1,O=C(Nc1cc(F)c(F)cc1O)C(Cc1c[nH]c2ccccc12)N(C(=O)NCCc1ccccc1)c1ncc2[nH]ccc2n1
rxnflow_clpp,best_candidate,64,64,192,3,-9.4,Cc1cc(NC(CCCNC(=N)N)C2=NC(C(=O)O)Cc3ccc(O)cc32)cnc1F,Cc1cc(NC(CCCNC(=N)N)C2=NC(C(=O)NCCc3ccccc3)Cc3ccc(O)cc32)cnc1F
rxnflow_clpp,best_candidate,65,65,195,3,-9.4,O=Cc1cncc(NC(Cc2ccccc2)C2=NC(C(=O)O)Cc3ccc(O)cc32)c1,O=Cc1cncc(NC(Cc2ccccc2)C2=NC(C(=O)NCc3ccc(O)cc3)Cc3ccc(O)cc32)c1
rxnflow_clpp,best_candidate,66,66,198,3,-9.4,O=C(O)C(CCCNC1(C(=O)O)CCC1)NCc1ccc(C(F)(F)F)c(F)c1,O=C(O)C1(NCCCC(NCc2ccc(C(F)(F)F)c(F)c2)c2nc3ccc(C(F)(F)F)cc3[nH]2)CCC1
rxnflow_clpp,best_candidate,67,67,201,3,-9.4,NC(CO)CN(CC1Cc2ccccc2CN1)C(C(=O)O)c1ccccc1,NC(CO)CN(CC1Cc2ccccc2CN1)C(C(=O)NCc1ccc(C(F)(F)F)cc1)c1ccccc1
rxnflow_clpp,best_candidate,68,68,204,3,-9.4,CCC(C)C(N)CNC(Cc1c[nH]c2ccccc12)CN1CCCC1C(=O)O,CCC(C)C(N)CNC(Cc1c[nH]c2ccccc12)CN1CCCC1C(=O)NC(C)c1ccccc1
rxnflow_clpp,best_candidate,69,69,207,3,-9.4,CC(O)C(CNc1ccc(C(=O)O)cc1O)NC(=O)Nc1ccc(C(F)(F)F)cc1,CC(O)C(CN(C(=O)Nc1cccc(C(F)(F)F)c1)c1ccc(C(=O)O)cc1O)NC(=O)Nc1ccc(C(F)(F)F)cc1
rxnflow_clpp,best_candidate,70,70,210,3,-9.4,Nc1ccc(CNC2(c3nc4c(C(=O)O)cccc4o3)CCC2)cc1O,NC(c1ccccc1)c1nc2ccc(CNC3(c4nc5c(C(=O)O)cccc5o4)CCC3)cc2o1
rxnflow_clpp,best_candidate,71,71,213,3,-9.4,Nc1nc(NC(Cc2ccccc2)C2=NC(C(=O)O)Cc3ccc(O)cc32)cs1,Nc1nc(NC(Cc2ccccc2)C2=NC(c3nc4ccc(C(F)(F)F)cc4[nH]3)Cc3ccc(O)cc32)cs1
rxnflow_clpp,best_candidate,72,72,216,3,-9.4,NC(=O)CC(CNC(Cc1c[nH]c2ccccc12)C(=O)O)NCc1ccc(F)c(C(F)(F)F)c1,NC(=O)CC(CNC(Cc1c[nH]c2ccccc12)C(=O)Nc1cccc2cc[nH]c12)NCc1ccc(F)c(C(F)(F)F)c1
rxnflow_clpp,best_candidate,73,73,219,3,-9.4,O=C(O)C1Cc2c([nH]c3ccccc23)C(C(Cc2cccs2)Nc2ccc([N+](=O)[O-])c3ccccc23)=N1,O=C(NCCc1ccccc1)C1Cc2c([nH]c3ccccc23)C(C(Cc2cccs2)Nc2ccc([N+](=O)[O-])c3ccccc23)=N1
rxnflow_clpp,best_candidate,74,74,222,3,-9.4,Nc1nc(N(C(=O)NCCc2c[nH]c3ccccc23)c2c(F)cccc2C(=O)O)nc2[nH]cnc12,CC(NC(=O)c1cccc(F)c1N(C(=O)NCCc1c[nH]c2ccccc12)c1nc(N)c2nc[nH]c2n1)c1ccccc1
rxnflow_clpp,best_candidate,75,75,224,2,-9.4,Nc1c(F)cccc1CNc1ccccc1C(=O)O,Nc1c(F)cccc1CNc1ccccc1C(=O)NCc1ccc(C(F)(F)F)cc1
rxnflow_clpp,best_candidate,76,76,227,3,-9.4,CCC(C)C(Nc1nc(Nc2cncc(C(F)(F)F)c2)c2nc[nH]c2n1)C(=O)O,CCC(C)C(Nc1nc(Nc2cncc(C(F)(F)F)c2)c2nc[nH]c2n1)C(=O)NCc1ccc(C(F)(F)F)cc1
rxnflow_clpp,best_candidate,77,77,230,3,-9.4,CCC(N)CNc1ccc(C(=O)OCC2CCC(F)(F)CC2)cc1N,CCC(N)CN(C(=O)NCc1c[nH]c2ccccc12)c1ccc(C(=O)OCC2CCC(F)(F)CC2)cc1N
rxnflow_clpp,best_candidate,78,78,233,3,-9.3,Nc1nc(N(C(=O)NCCc2c[nH]c3ccccc23)C(C(=O)O)c2ccccc2)nc2[nH]cnc12,Nc1nc(N(C(=O)NCCc2c[nH]c3ccccc23)C(C2=NC(C(=O)O)Cc3ccc([N+](=O)[O-])cc32)c2ccccc2)nc2[nH]cnc12
rxnflow_clpp,best_candidate,79,79,236,3,-9.3,N=C(N)NCCCC(NCc1ccc(C(F)(F)F)cc1)C(=O)NCc1ccc(C(F)(F)F)cc1,N=C(N)NCCCC(C(=O)NCc1ccc(C(F)(F)F)cc1)N(Cc1ccc(C(F)(F)F)cc1)CC1CCCN1
rxnflow_clpp,best_candidate,80,80,239,3,-9.3,Nc1c(O)cccc1CNC(CNC(Cc1ccccc1)C(=O)O)Cc1c[nH]c2ccccc12,Nc1c(O)cccc1CNC(CNC(Cc1ccccc1)c1nc2cc(F)c(F)cc2o1)Cc1c[nH]c2ccccc12
rxnflow_clpp,best_candidate,81,81,242,3,-9.3,CCC(C(=O)O)N(Cc1cccc(F)c1N)C(=O)c1ccc(C(F)(F)F)cn1,CCC(c1nc2ccc(C(F)(F)F)cc2[nH]1)N(Cc1cccc(F)c1N)C(=O)c1ccc(C(F)(F)F)cn1
rxnflow_clpp,best_candidate,82,82,245,3,-9.3,CCC(C)C(N)CN(C(=O)c1ccc(C(F)(F)F)cn1)C(Cc1c[nH]c2ccccc12)C(=O)O,CCC(C)C(N)CN(C(=O)c1ccc(C(F)(F)F)cn1)C(Cc1c[nH]c2ccccc12)c1nc2ccc(C(F)(F)F)cc2[nH]1
rxnflow_clpp,best_candidate,83,83,248,3,-9.3,Nc1nc(N(C(=O)NCc2ccc(C(F)(F)F)cc2)c2c(F)cccc2C(=O)O)nc2[nH]cnc12,O=C(O)c1cccc(F)c1N(C(=O)NCc1ccc(C(F)(F)F)cc1)c1nc(NCc2ccccn2)c2nc[nH]c2n1
rxnflow_clpp,best_candidate,84,84,251,3,-9.3,NC(=O)CCC(N)CN(C(=O)Nc1ccc(C(F)(F)F)cc1)C(Cc1ccc(O)cc1)C(=O)O,NC(=O)CCC(N)CN(C(=O)Nc1ccc(C(F)(F)F)cc1)C(Cc1ccc(O)cc1)C(=O)NCc1ccc(C(F)(F)F)cc1
rxnflow_clpp,best_candidate,85,85,254,3,-9.3,Nc1nc(NC2(C3=NC(C(=O)O)Cc4ccccc43)CCC2)nc2[nH]cnc12,Nc1nc(NC2(C3=NC(c4nc5ccccc5o4)Cc4ccccc43)CCC2)nc2[nH]cnc12
rxnflow_clpp,best_candidate,86,86,257,3,-9.3,N=C(N)NCCCC(C(=O)O)N(C(=O)c1ncccc1C(F)(F)F)c1ccc(C(F)(F)F)cn1,N=C(N)NCCCC(c1nc2cc(F)c(F)cc2o1)N(C(=O)c1ncccc1C(F)(F)F)c1ccc(C(F)(F)F)cn1
rxnflow_clpp,best_candidate,87,87,260,3,-9.3,CCC(C)C(NCC1(NC(=O)NC(C)c2ccccc2)CCC1)C(=O)O,CCC(C)C(NCC1(NC(=O)NC(C)c2ccccc2)CCC1)c1nc2ccc(C(=O)O)cc2o1
rxnflow_clpp,best_candidate,88,88,263,3,-9.3,N=C(N)NCCCC(NCc1cccc(C=O)c1)C(=O)NC(Cc1cccs1)C(=O)O,N=C(N)NCCCC(NCc1cccc(C=O)c1)C(=O)NC(Cc1cccs1)c1nc2cc(F)c(F)cc2o1
rxnflow_clpp,best_candidate,89,89,266,3,-9.3,O=C(O)c1cccc(F)c1Nc1nc(Nc2ccc([N+](=O)[O-])c3ccccc23)c2nc[nH]c2n1,O=[N+]([O-])c1ccc(Nc2nc(Nc3c(F)cccc3-c3nc4ccc(C(F)(F)F)cc4[nH]3)nc3[nH]cnc23)c2ccccc12
