assigned_hub,cum_reactions,n_reagents,named_reaction,parent,reactions_added,reagents,reward,smiles,step,template_id
COc1cccc2c1CCN(Cc1c[nH]c3ccc(Br)cc13)C2CCN1CCCCC1,50,0,Functional-group interconversion (Br -> Cl),COc1cccc2c1CCN(Cc1c[nH]c3ccc(Br)cc13)C2CCN1CCCCC1,4,,1.0,COc1cccc2c1CCN(Cc1c[nH]c3ccc(Cl)cc13)C2CCN1CCCCC1,14,165
Oc1c(Br)cccc1NCCN1CCCC(NCCc2c[nH]c3ccccc23)C1,54,1,Direct acid -> amine (reductive),Oc1c(Br)cccc1NCCN1CCCC(NCCc2c[nH]c3ccccc23)C1,4,O=C(O)CBr,1.0,Oc1c(Br)cccc1N(CCBr)CCN1CCCC(NCCc2c[nH]c3ccccc23)C1,15,139
Oc1ccc(CCNC2CCN(C3CNC3)C2)cc1,57,1,Pictet-Spengler cyclisation,Oc1ccc(CCNC2CCN(C3CNC3)C2)cc1,3,O=Cc1c[nH]c2ccc(F)cc12,1.0,Oc1ccc2c(c1)C(c1c[nH]c3ccc(F)cc13)N(C1CCN(C3CNC3)C1)CC2,16,144
COc1ccccc1CCNC1CCN(C2CNC2)C1,60,1,Pictet-Spengler cyclisation,COc1ccccc1CCNC1CCN(C2CNC2)C1,3,O=Cc1c[nH]c2cc(Br)ccc12,1.0,COc1cccc2c1CCN(C1CCN(C3CNC3)C1)C2c1c[nH]c2cc(Br)ccc12,17,144
COc1ccccc1CCNCC1CCCN1,62,1,Reductive amination (aldehyde),COc1ccccc1CCNC[C@H]1CCCN1,2,O=Cc1c[nH]c2ccc(Br)cc12,1.0,COc1ccccc1CCNCC1CCCN1Cc1c[nH]c2ccc(Br)cc12,18,70
CN(CCN(c1cccc2cc[nH]c12)C1CCNC1)C1CNC1,66,1,Reductive amination (aldehyde),CN(CCN(c1cccc2cc[nH]c12)C1CCNC1)C1CNC1,4,O=Cc1cccc(Br)c1,1.0,CN(CCN(c1cccc2cc[nH]c12)C1CCN(Cc2cccc(Br)c2)C1)C1CNC1,19,70
CCC1c2cc(O)ccc2CCN1CCCNCc1c[nH]c2cc(Br)ccc12,70,1,Reductive amination (ketone),CCC1c2cc(O)ccc2CCN1CCCNCc1c[nH]c2cc(Br)ccc12,4,O=C1CNC1,1.0,CCC1c2cc(O)ccc2CCN1CCCN(Cc1c[nH]c2cc(Br)ccc12)C1CNC1,20,74
CNCCN1CCc2c(OC)cccc2C1c1c[nH]c2cc(Cl)ccc12,74,1,Reductive amination (ketone),CNCCN1CCc2c(OC)cccc2C1c1c[nH]c2cc(Cl)ccc12,4,O=C1CCC1,1.0,COc1cccc2c1CCN(CCN(C)C1CCC1)C2c1c[nH]c2cc(Cl)ccc12,21,74
NC(CCNC1CC1)CNCCc1c[nH]c2ccc(O)cc12,77,1,Direct acid -> amine (reductive),N[C@H](CCNC1CC1)CNCCc1c[nH]c2ccc(O)cc12,3,O=C(O)c1ccc(F)cc1,1.0,NC(CCN(Cc1ccc(F)cc1)C1CC1)CNCCc1c[nH]c2ccc(O)cc12,22,139
ClCC(c1ccc(Br)cc1)N(CCCNC1CC1)CCc1c[nH]c2ccccc12,81,1,Direct acid -> amine (reductive),ClCC(c1ccc(Br)cc1)N(CCCNC1CC1)CCc1c[nH]c2ccccc12,4,O=CC(=O)O,1.0,O=CCN(CCCN(CCc1c[nH]c2ccccc12)C(CCl)c1ccc(Br)cc1)C1CC1,23,139
CCCN(CCc1ccccc1OC)CC1CCN1,84,1,Reductive amination (aldehyde),CCCN(CCc1ccccc1OC)CC1CCN1,3,O=Cc1c[nH]c2ccc(F)cc12,1.0,CCCN(CCc1ccccc1OC)CC1CCN1Cc1c[nH]c2ccc(F)cc12,24,70
Oc1ccc(F)cc1NCC1c2ccccc2CCN1CC1CCN1,88,1,Pictet-Spengler cyclisation,Oc1ccc(F)cc1NCC1c2ccccc2CCN1CC1CCN1,4,CCC=O,1.0,CCC1c2cccc3c2C(CN1c1cc(F)ccc1O)N(CC1CCN1)CC3,25,144
COc1ccccc1CCN(CCCN)C1CN(Cc2c[nH]c3cc(Br)ccc23)C1,92,0,Functional-group interconversion (Br -> Cl),COc1ccccc1CCN(CCCN)C1CN(Cc2c[nH]c3cc(Br)ccc23)C1,4,,1.0,COc1ccccc1CCN(CCCN)C1CN(Cc2c[nH]c3cc(Cl)ccc23)C1,26,165
Nc1ccc(Br)cc1NCCN(CCc1c[nH]c2ccccc12)CC1CCN1,96,1,Reductive amination (aldehyde),Nc1ccc(Br)cc1NCCN(CCc1c[nH]c2ccccc12)CC1CCN1,4,CCC=O,1.0,CCCN(CCN(CCc1c[nH]c2ccccc12)CC1CCN1)c1cc(Br)ccc1N,27,70
CCCN1CCC1CN(CCNC)c1cccc(Br)c1N,100,1,Reductive amination (aldehyde),CCCN1CCC1CN(CCNC)c1cccc(Br)c1N,4,O=Cc1c[nH]c2cc(Br)ccc12,1.0,CCCN1CCC1CN(CCN(C)Cc1c[nH]c2cc(Br)ccc12)c1cccc(Br)c1N,28,70
Sc1ccccc1N(CCNCc1c[nH]c2cc(Br)ccc12)C1CCC1,104,1,Direct acid -> amine (reductive),Sc1ccccc1N(CCNCc1c[nH]c2cc(Br)ccc12)C1CCC1,4,O=C(O)C1CCN1,1.0,Sc1ccccc1N(CCN(Cc1c[nH]c2cc(Br)ccc12)CC1CCN1)C1CCC1,29,139
c1ccc(CCNCC2CCN2C2CNC2)cc1,107,1,Pictet-Spengler cyclisation,c1ccc(CCNCC2CCN2C2CNC2)cc1,3,O=Cc1c[nH]c2ccc(Br)cc12,1.0,Brc1ccc2[nH]cc(C3c4ccccc4CCN3CC3CCN3C3CNC3)c2c1,30,144
NC(Cc1c[nH]c2ccccc12)CN(CCNc1ccc(Br)cc1O)C1CC1,111,1,Reductive amination (aldehyde),N[C@@H](Cc1c[nH]c2ccccc12)CN(CCNc1ccc(Br)cc1O)C1CC1,4,CCC=O,1.0,CCCN(CCN(CC(N)Cc1c[nH]c2ccccc12)C1CC1)c1ccc(Br)cc1O,31,70
Oc1ccc2c(c1)C(c1c[nH]c3cc(Br)ccc13)N(CC1CCN1)CC2,114,1,Direct acid -> amine (reductive),Oc1ccc2c(c1)C(c1c[nH]c3cc(Br)ccc13)N(CC1CCN1)CC2,3,O=C(O)C1CCN1,1.0,Oc1ccc2c(c1)C(c1c[nH]c3cc(Br)ccc13)N(CC1CCN1CC1CCN1)CC2,32,139
Oc1ccc(CCNCC2CCN2Cc2c[nH]c3ccc(Br)cc23)cc1,117,1,Reductive amination (ketone),Oc1ccc(CCNCC2CCN2Cc2c[nH]c3ccc(Br)cc23)cc1,3,O=C1CCC1,1.0,Oc1ccc(CCN(CC2CCN2Cc2c[nH]c3ccc(Br)cc23)C2CCC2)cc1,33,74
CN(CCN1CCCCC1)c1cccc2c1CCNC2c1c[nH]c2ccc(Br)cc12,121,1,Reductive amination (aldehyde),CN(CCN1CCCCC1)c1cccc2c1CCNC2c1c[nH]c2ccc(Br)cc12,4,C=CC=O,1.0,C=CCN1CCc2c(cccc2N(C)CCN2CCCCC2)C1c1c[nH]c2ccc(Br)cc12,34,70
NCCN1CCC(NCCc2ccc(O)cc2)CC1,124,1,Pictet-Spengler cyclisation,NCCN1CCC(NCCc2ccc(O)cc2)CC1,3,O=Cc1c[nH]c2cc(Br)ccc12,1.0,NCCN1CCC(N2CCc3ccc(O)cc3C2c2c[nH]c3cc(Br)ccc23)CC1,35,144
NCCN(CC(Cc1ccccc1)NCc1c[nH]c2ccc(F)cc12)C1CC1,128,1,Pictet-Spengler cyclisation,NCCN(C[C@H](Cc1ccccc1)NCc1c[nH]c2ccc(F)cc12)C1CC1,4,CCC=O,1.0,CCC1c2ccccc2CC(CN(CCN)C2CC2)N1Cc1c[nH]c2ccc(F)cc12,36,144
COc1ccccc1CCNC(CBr)CN1CCCCC1,131,1,Pictet-Spengler cyclisation,COc1ccccc1CCNC(CBr)CN1CCCCC1,3,O=Cc1c[nH]c2cc(Br)ccc12,1.0,COc1cccc2c1CCN(C(CBr)CN1CCCCC1)C2c1c[nH]c2cc(Br)ccc12,37,144
COc1cccc2c1CCNC2CCN(CC(C)N)C1CC1,135,1,Reductive amination (aldehyde),COc1cccc2c1CCNC2CCN(C[C@@H](C)N)C1CC1,4,O=Cc1c[nH]c2ccc(Br)cc12,1.0,COc1cccc2c1CCN(Cc1c[nH]c3ccc(Br)cc13)C2CCN(CC(C)N)C1CC1,38,70
CNCCN(c1ccc(Br)cc1)C1CCCN(CCN)C1,139,1,Reductive amination (aldehyde),CNCCN(c1ccc(Br)cc1)C1CCCN(CCN)C1,4,O=Cc1c[nH]c2ccc(Br)cc12,1.0,CN(CCN(c1ccc(Br)cc1)C1CCCN(CCN)C1)Cc1c[nH]c2ccc(Br)cc12,39,70
C=CC1c2cccc(OC)c2CCN1CCCNCc1c[nH]c2cc(Br)ccc12,143,1,Direct acid -> amine (reductive),C=CC1c2cccc(OC)c2CCN1CCCNCc1c[nH]c2cc(Br)ccc12,4,NCC(=O)O,1.0,C=CC1c2cccc(OC)c2CCN1CCCN(CCN)Cc1c[nH]c2cc(Br)ccc12,40,139
NC1(CN(CCNc2ccc(Br)cc2)CCc2c[nH]c3ccccc23)CCC1,147,1,Direct acid -> amine (reductive),NC1(CN(CCNc2ccc(Br)cc2)CCc2c[nH]c3ccccc23)CCC1,4,NCC(=O)O,1.0,NCCN(CCN(CCc1c[nH]c2ccccc12)CC1(N)CCC1)c1ccc(Br)cc1,41,139
Oc1ccc(CCNCC2CCN2CCCNCc2c[nH]c3cc(Br)ccc23)cc1,151,0,Functional-group interconversion (Br -> I),Oc1ccc(CCNCC2CCN2CCCNCc2c[nH]c3cc(Br)ccc23)cc1,4,,1.0,Oc1ccc(CCNCC2CCN2CCCNCc2c[nH]c3cc(I)ccc23)cc1,42,166
Brc1ccc2[nH]cc(CNCCN(c3ccccn3)C3CNC3)c2c1,155,1,Reductive amination (aldehyde),Brc1ccc2[nH]cc(CNCCN(c3ccccn3)C3CNC3)c2c1,4,CCC=O,1.0,CCCN(CCN(c1ccccn1)C1CNC1)Cc1c[nH]c2ccc(Br)cc12,43,70
NCCN1CCN(c2cc(F)ccc2C(CCl)Nc2ccccc2O)CC1,158,1,Reductive amination (ketone),NCCN1CCN(c2cc(F)ccc2C(CCl)Nc2ccccc2O)CC1,3,O=C1CCC1,1.0,NCCN1CCN(c2cc(F)ccc2C(CCl)N(c2ccccc2O)C2CCC2)CC1,44,74
COc1cccc2c1CCNC2CCN1CCC1CNc1cc(Br)ccc1O,162,0,Functional-group interconversion (Br -> I),COc1cccc2c1CCNC2CCN1CCC1CNc1cc(Br)ccc1O,4,,1.0,COc1cccc2c1CCNC2CCN1CCC1CNc1cc(I)ccc1O,45,166
NCCCN(CCCNCCc1ccccc1)C1CC1,166,1,Pictet-Spengler cyclisation,NCCCN(CCCNCCc1ccccc1)C1CC1,4,O=Cc1c[nH]c2cc(Br)ccc12,1.0,NCCCN(CCCN1CCc2ccccc2C1c1c[nH]c2cc(Br)ccc12)C1CC1,46,144
CN(CCN(Cc1c[nH]c2cc(Br)ccc12)c1ccccc1S)C1CCCNC1,170,1,aza-Michael addition (enone),CN(CCN(Cc1c[nH]c2cc(Br)ccc12)c1ccccc1S)C1CCCNC1,4,C=CC=O,1.0,CN(CCN(Cc1c[nH]c2cc(Br)ccc12)c1ccccc1S)C1CCCN(CCC=O)C1,47,58
O=Cc1c[nH]c2cc(N(CC(=O)O)C3CN(Cc4ccc(F)cc4)C3)ccc12,174,1,Direct acid -> amine (reductive),O=Cc1c[nH]c2cc(N(CC(=O)O)C3CN(Cc4ccc(F)cc4)C3)ccc12,4,C1CCNCC1,1.0,O=Cc1c[nH]c2cc(N(CCN3CCCCC3)C3CN(Cc4ccc(F)cc4)C3)ccc12,48,138
CNCCN(CC1NCCc2ccc(O)cc21)c1cc(Br)cc(C#N)c1,178,1,Reductive amination (aldehyde),CNCCN(CC1NCCc2ccc(O)cc21)c1cc(Br)cc(C#N)c1,4,CCC=O,1.0,CCCN(C)CCN(CC1NCCc2ccc(O)cc21)c1cc(Br)cc(C#N)c1,49,70
Sc1ccccc1N(CCNC1CC1)Cc1c[nH]c2ccc(Br)cc12,182,1,Direct acid -> amine (reductive),Sc1ccccc1N(CCNC1CC1)Cc1c[nH]c2ccc(Br)cc12,4,O=C(O)[C@H]1CCCN1,1.0,Sc1ccccc1N(CCN(CC1CCCN1)C1CC1)Cc1c[nH]c2ccc(Br)cc12,50,139
COc1ccccc1CCNCC1CN(C2CCC2)C1,185,1,Reductive amination (aldehyde),COc1ccccc1CCNCC1CN(C2CCC2)C1,3,O=Cc1c[nH]c2ccc(Br)cc12,1.0,COc1ccccc1CCN(Cc1c[nH]c2ccc(Br)cc12)CC1CN(C2CCC2)C1,51,70
CCC(N)CN(CCCN)CCc1ccccc1OC,188,1,Reductive amination (aldehyde),CC[C@H](N)CN(CCCN)CCc1ccccc1OC,3,O=Cc1c[nH]c2cc(Br)ccc12,1.0,CCC(N)CN(CCCNCc1c[nH]c2cc(Br)ccc12)CCc1ccccc1OC,52,68
CC(N)CN(CCN1CCCCC1)c1cccc(Br)c1O,192,1,Reductive amination (aldehyde),C[C@H](N)CN(CCN1CCCCC1)c1cccc(Br)c1O,4,O=Cc1c[nH]c2ccc(Br)cc12,1.0,CC(CN(CCN1CCCCC1)c1cccc(Br)c1O)NCc1c[nH]c2ccc(Br)cc12,53,68
CCCN(CCCNc1cc(Br)cc(C#N)c1)C1CC1,196,1,Reductive amination (aldehyde),CCCN(CCCNc1cc(Br)cc(C#N)c1)C1CC1,4,O=Cc1c[nH]c2cc(Br)ccc12,1.0,CCCN(CCCN(Cc1c[nH]c2cc(Br)ccc12)c1cc(Br)cc(C#N)c1)C1CC1,54,70
Brc1ccc(NC2CCCN(CCCNCc3c[nH]c4cc(Br)ccc34)C2)cc1,200,1,Reductive amination (aldehyde),Brc1ccc(NC2CCCN(CCCNCc3c[nH]c4cc(Br)ccc34)C2)cc1,4,CCC=O,1.0,CCCN(c1ccc(Br)cc1)C1CCCN(CCCNCc2c[nH]c3cc(Br)ccc23)C1,55,70
COc1ccccc1CCN(Cc1c[nH]c2ccc(Cl)cc12)C1CCNC1,204,0,Functional-group interconversion (Br -> Cl),COc1ccccc1CCN(Cc1c[nH]c2ccc(Br)cc12)C1CCN(CC2CCN2)C1,4,,1.0,COc1ccccc1CCN(Cc1c[nH]c2ccc(Cl)cc12)C1CCN(CC2CCN2)C1,56,165
NCCN(CCCNCCc1ccccc1Br)C1CC1,208,1,Reductive amination (aldehyde),NCCN(CCCNCCc1ccccc1Br)C1CC1,4,O=Cc1c[nH]c2ccc(F)cc12,1.0,NCCN(CCCN(CCc1ccccc1Br)Cc1c[nH]c2ccc(F)cc12)C1CC1,57,70
CCCN(CC=O)c1cc(F)ccc1OC(=O)C(N)Cc1c[nH]c2ccccc12,212,1,Reductive amination (aldehyde),CCCN(CC=O)c1cc(F)ccc1OC(=O)[C@@H](N)Cc1c[nH]c2ccccc12,4,C1CCNCC1,1.0,CCCN(CCN1CCCCC1)c1cc(F)ccc1OC(=O)C(N)Cc1c[nH]c2ccccc12,58,71
CN(CCN(Cc1c[nH]c2ccc(Br)cc12)c1cccc(Br)c1O)C1CCCNC1,216,1,Reductive amination (aldehyde),CN(CCN(Cc1c[nH]c2ccc(Br)cc12)c1cccc(Br)c1O)C1CCCNC1,4,CCC=O,1.0,CCCN1CCCC(N(C)CCN(Cc2c[nH]c3ccc(Br)cc23)c2cccc(Br)c2O)C1,59,70
COc1cccc2c1CCNC2CCN(Cc1ccc(N)c(Br)c1)C1CC1,220,1,Reductive amination (aldehyde),COc1cccc2c1CCNC2CCN(Cc1ccc(N)c(Br)c1)C1CC1,4,CCC=O,1.0,CCCN1CCc2c(OC)cccc2C1CCN(Cc1ccc(N)c(Br)c1)C1CC1,60,70
NCCN(CCC=O)CCc1c[nH]c2ccc(O)cc12,223,1,Pictet-Spengler cyclisation,NCCN(CCC=O)CCc1c[nH]c2ccc(O)cc12,3,NCCc1ccccc1Br,1.0,NCCN(CCc1c[nH]c2ccc(O)cc12)CCC1NCCc2c(Br)cccc21,61,145
Oc1ccccc1N(Cc1c[nH]c2cc(Br)ccc12)CC1CCCN1,226,1,Direct acid -> amine (reductive),Oc1ccccc1N(Cc1c[nH]c2cc(Br)ccc12)C[C@@H]1CCCN1,3,O=C(O)C1CCN1,1.0,Oc1ccccc1N(Cc1c[nH]c2cc(Br)ccc12)CC1CCCN1CC1CCN1,62,139
Brc1cccc2c1CCNC2CCN1CCCCC1,229,1,Reductive amination (aldehyde),Brc1cccc2c1CCNC2CCN1CCCCC1,3,O=Cc1c[nH]c2cc(Br)ccc12,1.0,Brc1ccc2c(CN3CCc4c(Br)cccc4C3CCN3CCCCC3)c[nH]c2c1,63,70
COc1cccc2c1CCNC2CNCCc1c[nH]c2ccccc12,232,1,Reductive amination (ketone),COc1cccc2c1CCNC2CNCCc1c[nH]c2ccccc12,3,O=C1CCC1,1.0,COc1cccc2c1CCNC2CN(CCc1c[nH]c2ccccc12)C1CCC1,64,74
CCCN1CCC1CN(Cc1c[nH]c2ccc(F)cc12)c1cccc(Br)c1N,236,1,Sonogashira coupling,CCCN1CCC1CN(Cc1c[nH]c2ccc(F)cc12)c1cccc(Br)c1N,4,C#C,1.0,C#Cc1cccc(N(Cc2c[nH]c3ccc(F)cc23)CC2CCN2CCC)c1N,65,121
Sc1ccccc1N(C1CCNC1)C1CCNC1,239,1,Reductive amination (aldehyde),Sc1ccccc1N(C1CCNC1)C1CCNC1,3,O=Cc1c[nH]c2ccc(Br)cc12,1.0,Sc1ccccc1N(C1CCNC1)C1CCN(Cc2c[nH]c3ccc(Br)cc23)C1,66,70
Fc1ccc(CN(CCc2c[nH]c3ccccc23)C2CCCNC2)cc1,242,1,Reductive amination (ketone),Fc1ccc(CN(CCc2c[nH]c3ccccc23)C2CCCNC2)cc1,3,O=C1CNC1,1.0,Fc1ccc(CN(CCc2c[nH]c3ccccc23)C2CCCN(C3CNC3)C2)cc1,67,74
Brc1ccc2[nH]cc(CN(CCCNC3CC3)CCc3ccccc3)c2c1,246,1,Reductive amination (aldehyde),Brc1ccc2[nH]cc(CN(CCCNC3CC3)CCc3ccccc3)c2c1,4,C=CC=O,1.0,C=CCN(CCCN(CCc1ccccc1)Cc1c[nH]c2ccc(Br)cc12)C1CC1,68,70
COc1cccc2c1CCN(C1CNC1)C2CNc1cc(Br)ccc1O,250,1,Pictet-Spengler cyclisation,COc1cccc2c1CCN(C1CNC1)C2CNc1cc(Br)ccc1O,4,CCC=O,1.0,CCC1c2ccc(OC)c3c2C(CN1c1cc(Br)ccc1O)N(C1CNC1)CC3,69,144
COc1ccccc1CCN(CCCNC1CCC1)Cc1c[nH]c2cc(Br)ccc12,254,0,Functional-group interconversion (Br -> I),COc1ccccc1CCN(CCCNC1CCC1)Cc1c[nH]c2cc(Br)ccc12,4,,1.0,COc1ccccc1CCN(CCCNC1CCC1)Cc1c[nH]c2cc(I)ccc12,70,166
CCC1c2cccc(OC)c2CCN1CCN(C)CCCN,258,1,Direct acid -> amine (reductive),CCC1c2cccc(OC)c2CCN1CCN(C)CCCN,4,O=C(O)c1ccc(F)cc1,1.0,CCC1c2cccc(OC)c2CCN1CCN(C)CCCNCc1ccc(F)cc1,71,137
CN(CCN(c1ccccc1O)C1CCCNC1)Cc1c[nH]c2cc(Br)ccc12,262,1,Reductive amination (ketone),CN(CCN(c1ccccc1O)C1CCCNC1)Cc1c[nH]c2cc(Br)ccc12,4,O=C1CCC1,1.0,CN(CCN(c1ccccc1O)C1CCCN(C2CCC2)C1)Cc1c[nH]c2cc(Br)ccc12,72,74
c1cc(N(CCN2CCCCC2)C2CNC2)c2[nH]ccc2c1,266,1,Reductive amination (ketone),c1cc(N(CCN2CCCCC2)C2CNC2)c2[nH]ccc2c1,4,O=C(CCl)c1ccc(Cl)c(Cl)c1,1.0,ClCC(c1ccc(Cl)c(Cl)c1)N1CC(N(CCN2CCCCC2)c2cccc3cc[nH]c23)C1,73,74
COc1cccc2c1CCN(Cc1cccc(Br)c1)C2CNC1CCC1,270,1,Reductive amination (aldehyde),COc1cccc2c1CCN(Cc1cccc(Br)c1)C2CNC1CCC1,4,CCC=O,1.0,CCCN(CC1c2cccc(OC)c2CCN1Cc1cccc(Br)c1)C1CCC1,74,70
CCC(CN1CCc2ccc(O)cc2C1c1c[nH]c2cc(Br)ccc12)NC1CNC1,274,0,Functional-group interconversion (Br -> Cl),CC[C@@H](CN1CCc2ccc(O)cc2C1c1c[nH]c2cc(Br)ccc12)NC1CNC1,4,,1.0,CCC(CN1CCc2ccc(O)cc2C1c1c[nH]c2cc(Cl)ccc12)NC1CNC1,75,165
Oc1ccc2c(c1)C(c1c[nH]c3ccc(F)cc13)N(CC1CCN1)CC2,277,1,aza-Michael addition (enone),Oc1ccc2c(c1)C(c1c[nH]c3ccc(F)cc13)N(CC1CCN1)CC2,3,C=CC=O,1.0,O=CCCN1CCC1CN1CCc2ccc(O)cc2C1c1c[nH]c2ccc(F)cc12,76,58
COc1cccc2c1CCNC2CCN(CC1CCN1)c1cccc(Br)c1O,281,1,Reductive amination (aldehyde),COc1cccc2c1CCNC2CCN(CC1CCN1)c1cccc(Br)c1O,4,CCC=O,1.0,CCCN1CCC1CN(CCC1NCCc2c(OC)cccc21)c1cccc(Br)c1O,77,70
ClCC(c1ccc(Br)cc1)N(CCCN1CCCCC1)CCc1c[nH]c2ccccc12,285,0,Functional-group interconversion (Br -> I),ClCC(c1ccc(Br)cc1)N(CCCN1CCCCC1)CCc1c[nH]c2ccccc12,4,,1.0,ClCC(c1ccc(I)cc1)N(CCCN1CCCCC1)CCc1c[nH]c2ccccc12,78,166
C#Cc1ccc(NCC2CCN2CC2CCN2)cc1,289,1,Reductive amination (aldehyde),C#Cc1ccc(NCC2CCN2CC2CCN2)cc1,4,O=Cc1c[nH]c2ccc(Br)cc12,1.0,C#Cc1ccc(N(Cc2c[nH]c3ccc(Br)cc23)CC2CCN2CC2CCN2)cc1,79,70
CCCN1CCCC(N(CCC=O)c2cc(Br)ccc2O)C1,293,1,Pictet-Spengler cyclisation,CCCN1CCCC(N(CCC=O)c2cc(Br)ccc2O)C1,4,NCCc1ccccc1,1.0,CCCN1CCCC(N(CCC2NCCc3ccccc32)c2cc(Br)ccc2O)C1,80,145
NCCCN(c1ccccc1O)C1CCCN(CCBr)C1,297,1,Reductive amination (aldehyde),NCCCN(c1ccccc1O)C1CCCN(CCBr)C1,4,O=Cc1c[nH]c2ccc(Br)cc12,1.0,Oc1ccccc1N(CCCNCc1c[nH]c2ccc(Br)cc12)C1CCCN(CCBr)C1,81,68
Oc1ccccc1N(CC1CCN1)C1CCN(Cc2c[nH]c3ccc(Br)cc23)C1,301,0,Functional-group interconversion (Br -> Cl),Oc1ccccc1N(CC1CCN1)C1CCN(Cc2c[nH]c3ccc(Br)cc23)C1,4,,1.0,Oc1ccccc1N(CC1CCN1)C1CCN(Cc2c[nH]c3ccc(Cl)cc23)C1,82,165
O=CCCN(CCc1c[nH]c2ccccc12)C1CNC1,304,1,Pictet-Spengler cyclisation,O=CCCN(CCc1c[nH]c2ccccc12)C1CNC1,3,NCCc1ccc(O)cc1,1.0,Oc1ccc2c(c1)C(CCN(CCc1c[nH]c3ccccc13)C1CNC1)NCC2,83,145
