assigned_hub,cum_reactions,n_reagents,named_reaction,parent,reactions_added,reagents,reward,smiles,step,template_id
CNCCN(CCN1CCCCC1)c1ccccc1S,41,1,Reductive amination (aldehyde),CNCCN(CCN1CCCCC1)c1ccccc1S,4,O=Cc1c[nH]c2ccc(Br)cc12,1.0,CN(CCN(CCN1CCCCC1)c1ccccc1S)Cc1c[nH]c2ccc(Br)cc12,11,70
CCCN(CCc1ccccc1OC)C1CNC1,44,1,Reductive amination (aldehyde),CCCN(CCc1ccccc1OC)C1CNC1,3,O=Cc1c[nH]c2ccc(F)cc12,1.0,CCCN(CCc1ccccc1OC)C1CN(Cc2c[nH]c3ccc(F)cc23)C1,12,70
COc1cccc2c1CCNC2CN1CCCC(Nc2ccc(Br)cc2O)C1,48,1,Direct acid -> amine (reductive),COc1cccc2c1CCNC2CN1CCCC(Nc2ccc(Br)cc2O)C1,4,O=C(O)CBr,1.0,COc1cccc2c1CCNC2CN1CCCC(N(CCBr)c2ccc(Br)cc2O)C1,13,139
C#Cc1ccccc1CCN(CCC)C1CNC1,52,1,Reductive amination (aldehyde),C#Cc1ccccc1CCN(CCC)C1CNC1,4,O=Cc1c[nH]c2cc(Br)ccc12,1.0,C#Cc1ccccc1CCN(CCC)C1CN(Cc2c[nH]c3cc(Br)ccc23)C1,14,70
CCCN1CCCC1C(=O)O,56,1,Direct acid -> amine (reductive),CCCN1CCC[C@@H]1C(=O)O,4,Oc1ccc(F)cc1NCC1NCCc2ccccc21,1.0,CCCN1CCCC1CN(CC1NCCc2ccccc21)c1cc(F)ccc1O,15,138
COc1cccc2c1CCN(C1CCCN(CCN)C1)C2c1c[nH]c2ccc(Br)cc12,60,0,Functional-group interconversion (Br -> Cl),COc1cccc2c1CCN(C1CCCN(CCN)C1)C2c1c[nH]c2ccc(Br)cc12,4,,1.0,COc1cccc2c1CCN(C1CCCN(CCN)C1)C2c1c[nH]c2ccc(Cl)cc12,16,165
CCC1c2cc(O)ccc2CCN1C1CCNCC1,63,1,Reductive amination (aldehyde),CCC1c2cc(O)ccc2CCN1C1CCNCC1,3,O=Cc1c[nH]c2ccc(F)cc12,1.0,CCC1c2cc(O)ccc2CCN1C1CCN(Cc2c[nH]c3ccc(F)cc23)CC1,17,70
OCC1CCCN1CCC1c2ccccc2CCN1Cc1c[nH]c2cc(Br)ccc12,67,0,Functional-group interconversion (Br -> I),OC[C@@H]1CCCN1CCC1c2ccccc2CCN1Cc1c[nH]c2cc(Br)ccc12,4,,1.0,OCC1CCCN1CCC1c2ccccc2CCN1Cc1c[nH]c2cc(I)ccc12,18,166
CN(CC(=O)O)C1CCC1,71,1,Direct acid -> amine (reductive),CN(CC(=O)O)C1CCC1,4,Sc1ccccc1NC1CCN(Cc2c[nH]c3cc(Br)ccc23)C1,1.0,CN(CCN(c1ccccc1S)C1CCN(Cc2c[nH]c3cc(Br)ccc23)C1)C1CCC1,19,138
COc1ccccc1CCN(CCCNCCN)C1CCC1,75,1,Reductive amination (aldehyde),COc1ccccc1CCN(CCCNCCN)C1CCC1,4,O=Cc1c[nH]c2cc(Br)ccc12,1.0,COc1ccccc1CCN(CCCN(CCN)Cc1c[nH]c2cc(Br)ccc12)C1CCC1,20,70
Oc1ccc2c(c1)C(c1c[nH]c3cc(Br)ccc13)N(CCCNC1CCC1)CC2,79,1,Direct acid -> amine (reductive),Oc1ccc2c(c1)C(c1c[nH]c3cc(Br)ccc13)N(CCCNC1CCC1)CC2,4,NCC(=O)O,1.0,NCCN(CCCN1CCc2ccc(O)cc2C1c1c[nH]c2cc(Br)ccc12)C1CCC1,21,139
COc1cccc2c1CCNC2CCN1CCCCC1,82,1,Reductive amination (aldehyde),COc1cccc2c1CCNC2CCN1CCCCC1,3,O=Cc1c[nH]c2ccc(F)cc12,1.0,COc1cccc2c1CCN(Cc1c[nH]c3ccc(F)cc13)C2CCN1CCCCC1,22,70
C=CC1c2cccc(OC)c2CCN1CC1CCN1,85,1,Reductive amination (aldehyde),C=CC1c2cccc(OC)c2CCN1CC1CCN1,3,O=Cc1c[nH]c2ccc(Br)cc12,1.0,C=CC1c2cccc(OC)c2CCN1CC1CCN1Cc1c[nH]c2ccc(Br)cc12,23,70
Oc1ccc2c(c1)C(c1c[nH]c3ccc(Br)cc13)N(CC1CCCN1C1CNC1)CC2,89,0,Functional-group interconversion (Br -> Cl),Oc1ccc2c(c1)C(c1c[nH]c3ccc(Br)cc13)N(C[C@@H]1CCCN1C1CNC1)CC2,4,,1.0,Oc1ccc2c(c1)C(c1c[nH]c3ccc(Cl)cc13)N(CC1CCCN1C1CNC1)CC2,24,165
CCCN1CCC1CN1CCc2ccc(O)cc2C1c1c[nH]c2cc(Br)ccc12,93,0,Functional-group interconversion (Br -> I),CCCN1CCC1CN1CCc2ccc(O)cc2C1c1c[nH]c2cc(Br)ccc12,4,,1.0,CCCN1CCC1CN1CCc2ccc(O)cc2C1c1c[nH]c2cc(I)ccc12,25,166
NCCCN(CCNc1ccc(Br)cc1)CC1CCN1,97,1,Reductive amination (aldehyde),NCCCN(CCNc1ccc(Br)cc1)CC1CCN1,4,O=Cc1c[nH]c2cc(Br)ccc12,1.0,NCCCN(CCN(Cc1c[nH]c2cc(Br)ccc12)c1ccc(Br)cc1)CC1CCN1,26,70
COc1ccccc1CCN(CCC=O)Cc1c[nH]c2ccc(Cl)cc12,101,1,Reductive amination (aldehyde),COc1ccccc1CCN(CCC=O)Cc1c[nH]c2ccc(Cl)cc12,4,NC1CC1,1.0,COc1ccccc1CCN(CCCNC1CC1)Cc1c[nH]c2ccc(Cl)cc12,27,69
CCC1c2cccc(OC)c2CCN1C1CN(Cc2c[nH]c3ccc(Br)cc23)C1,105,0,Functional-group interconversion (Br -> Cl),CCC1c2cccc(OC)c2CCN1C1CN(Cc2c[nH]c3ccc(Br)cc23)C1,4,,1.0,CCC1c2cccc(OC)c2CCN1C1CN(Cc2c[nH]c3ccc(Cl)cc23)C1,28,165
NCCc1ccccc1N1CCN(CC2CCN(Cc3c[nH]c4cc(Br)ccc34)CC2)CC1,109,0,Functional-group interconversion (Br -> I),NCCc1ccccc1N1CCN(CC2CCN(Cc3c[nH]c4cc(Br)ccc34)CC2)CC1,4,,1.0,NCCc1ccccc1N1CCN(CC2CCN(Cc3c[nH]c4cc(I)ccc34)CC2)CC1,29,166
COc1ccccc1CCN(Cc1c[nH]c2cc(Br)ccc12)C1CCCN(CCN)C1,113,0,Functional-group interconversion (Br -> Cl),COc1ccccc1CCN(Cc1c[nH]c2cc(Br)ccc12)C1CCCN(CCN)C1,4,,1.0,COc1ccccc1CCN(Cc1c[nH]c2cc(Cl)ccc12)C1CCCN(CCN)C1,30,165
NCCc1ccccc1NCCCN(CCBr)C1CC1,117,1,Reductive amination (aldehyde),NCCc1ccccc1NCCCN(CCBr)C1CC1,4,O=Cc1c[nH]c2cc(Br)ccc12,1.0,NCCc1ccccc1N(CCCN(CCBr)C1CC1)Cc1c[nH]c2cc(Br)ccc12,31,70
Brc1ccc2[nH]cc(C3c4ccccc4CCN3C3CCCN(C4CNC4)C3)c2c1,121,0,Functional-group interconversion (Br -> Cl),Brc1ccc2[nH]cc(C3c4ccccc4CCN3C3CCCN(C4CNC4)C3)c2c1,4,,1.0,Clc1ccc2[nH]cc(C3c4ccccc4CCN3C3CCCN(C4CNC4)C3)c2c1,32,165
Fc1ccc(C(CCl)N(Cc2c[nH]c3cc(Br)ccc23)C2CC2)cc1,124,1,Buchwald-Hartwig amination,Fc1ccc(C(CCl)N(Cc2c[nH]c3cc(Br)ccc23)C2CC2)cc1,3,NCCN1CCNCC1,1.0,NCCN1CCN(c2ccc3c(CN(C4CC4)C(CCl)c4ccc(F)cc4)c[nH]c3c2)CC1,33,115
Sc1ccccc1NCCN(CC1CCN1)C1CCC1,128,1,Reductive amination (aldehyde),Sc1ccccc1NCCN(CC1CCN1)C1CCC1,4,O=Cc1c[nH]c2ccc(Br)cc12,1.0,Sc1ccccc1N(CCN(CC1CCN1)C1CCC1)Cc1c[nH]c2ccc(Br)cc12,34,70
COc1ccccc1CCNCC1CCCN1C1CNC1,131,1,Reductive amination (aldehyde),COc1ccccc1CCNC[C@H]1CCCN1C1CNC1,3,O=Cc1c[nH]c2ccc(F)cc12,1.0,COc1ccccc1CCN(Cc1c[nH]c2ccc(F)cc12)CC1CCCN1C1CNC1,35,70
Oc1ccc2[nH]cc(CCN(Cc3ccc(F)cc3)CC3CCCN3)c2c1,134,1,Reductive amination (aldehyde),Oc1ccc2[nH]cc(CCN(Cc3ccc(F)cc3)C[C@H]3CCCN3)c2c1,3,CCC=O,1.0,CCCN1CCCC1CN(CCc1c[nH]c2ccc(O)cc12)Cc1ccc(F)cc1,36,70
COc1cccc2c1CCN(CC1CCN1CCCN)C2c1c[nH]c2ccc(Br)cc12,138,0,Functional-group interconversion (Br -> I),COc1cccc2c1CCN(CC1CCN1CCCN)C2c1c[nH]c2ccc(Br)cc12,4,,1.0,COc1cccc2c1CCN(CC1CCN1CCCN)C2c1c[nH]c2ccc(I)cc12,37,166
Brc1ccc2[nH]cc(C3c4cccc(Br)c4CCN3C3CCN(C4CNC4)CC3)c2c1,142,0,Functional-group interconversion (Br -> Oh),Brc1ccc2[nH]cc(C3c4cccc(Br)c4CCN3C3CCN(C4CNC4)CC3)c2c1,4,,1.0,Oc1cccc2c1CCN(C1CCN(C3CNC3)CC1)C2c1c[nH]c2ccc(Br)cc12,38,162
Oc1cc(Br)ccc1N(CCNCCc1c[nH]c2ccccc12)CC1CCN1,146,1,Reductive amination (ketone),Oc1cc(Br)ccc1N(CCNCCc1c[nH]c2ccccc12)CC1CCN1,4,O=C1CCC1,1.0,Oc1cc(Br)ccc1N(CCN(CCc1c[nH]c2ccccc12)C1CCC1)CC1CCN1,39,74
COc1cccc2c1CCNC2CCN(CCC=O)C1CC1,150,1,Reductive amination (aldehyde),COc1cccc2c1CCNC2CCN(CCC=O)C1CC1,4,O=Cc1c[nH]c2cc(Br)ccc12,1.0,COc1cccc2c1CCN(Cc1c[nH]c3cc(Br)ccc13)C2CCN(CCC=O)C1CC1,40,70
CCC1c2cccc(OC)c2CCN1CCCNCCN,154,1,Reductive amination (aldehyde),CCC1c2cccc(OC)c2CCN1CCCNCCN,4,O=Cc1c[nH]c2cc(Br)ccc12,1.0,CCC1c2cccc(OC)c2CCN1CCCN(CCN)Cc1c[nH]c2cc(Br)ccc12,41,70
NCCN1CCN(c2cccc3c2CCNC3c2c[nH]c3cc(Br)ccc23)CC1,157,1,aza-Michael addition (enone),NCCN1CCN(c2cccc3c2CCNC3c2c[nH]c3cc(Br)ccc23)CC1,3,C=CC=O,1.0,NCCN1CCN(c2cccc3c2CCN(CCC=O)C3c2c[nH]c3cc(Br)ccc23)CC1,42,58
CN(CCN(Cc1c[nH]c2cc(Br)ccc12)c1ccccc1S)CC1CCN1,161,1,Reductive amination (aldehyde),CN(CCN(Cc1c[nH]c2cc(Br)ccc12)c1ccccc1S)CC1CCN1,4,CCC=O,1.0,CCCN1CCC1CN(C)CCN(Cc1c[nH]c2cc(Br)ccc12)c1ccccc1S,43,70
NCCc1ccccc1N1CCN(C2CCN(Cc3c[nH]c4cc(Br)ccc34)C2)CC1,165,0,Functional-group interconversion (Br -> Cl),NCCc1ccccc1N1CCN(C2CCN(Cc3c[nH]c4cc(Br)ccc34)C2)CC1,4,,1.0,NCCc1ccccc1N1CCN(C2CCN(Cc3c[nH]c4cc(Cl)ccc34)C2)CC1,44,165
CCCN(CCc1c[nH]c2ccccc12)Cc1cccc(N2CCNCC2)c1,169,1,Reductive amination (aldehyde),CCCN(CCc1c[nH]c2ccccc12)Cc1cccc(N2CCNCC2)c1,4,CCC=O,1.0,CCCN1CCN(c2cccc(CN(CCC)CCc3c[nH]c4ccccc34)c2)CC1,45,70
Brc1cccc2c1CCNC2c1c[nH]c2ccc(N3CCC3CNC3CC3)cc12,173,1,Reductive amination (aldehyde),Brc1cccc2c1CCNC2c1c[nH]c2ccc(N3CCC3CNC3CC3)cc12,4,CCC=O,1.0,CCCN(CC1CCN1c1ccc2[nH]cc(C3NCCc4c(Br)cccc43)c2c1)C1CC1,46,70
Oc1ccc(CCN(CC2CCCN2Cc2c[nH]c3ccc(Br)cc23)C2CNC2)cc1,177,0,Functional-group interconversion (Br -> I),Oc1ccc(CCN(C[C@@H]2CCCN2Cc2c[nH]c3ccc(Br)cc23)C2CNC2)cc1,4,,1.0,Oc1ccc(CCN(CC2CCCN2Cc2c[nH]c3ccc(I)cc23)C2CNC2)cc1,47,166
Oc1ccc(CCN(CC2CCN2Cc2c[nH]c3cc(Br)ccc23)C2CCC2)cc1,181,0,Functional-group interconversion (Br -> Cl),Oc1ccc(CCN(CC2CCN2Cc2c[nH]c3cc(Br)ccc23)C2CCC2)cc1,4,,1.0,Oc1ccc(CCN(CC2CCN2Cc2c[nH]c3cc(Cl)ccc23)C2CCC2)cc1,48,165
NCCN1CCC(N2CCc3ccc(O)cc3C2c2c[nH]c3cc(Br)ccc23)CC1,185,0,Functional-group interconversion (Br -> Cl),NCCN1CCC(N2CCc3ccc(O)cc3C2c2c[nH]c3cc(Br)ccc23)CC1,4,,1.0,NCCN1CCC(N2CCc3ccc(O)cc3C2c2c[nH]c3cc(Cl)ccc23)CC1,49,165
Oc1ccc(CCN(CCCNC2CNC2)Cc2c[nH]c3cc(Br)ccc23)cc1,189,0,Functional-group interconversion (Br -> I),Oc1ccc(CCN(CCCNC2CNC2)Cc2c[nH]c3cc(Br)ccc23)cc1,4,,1.0,Oc1ccc(CCN(CCCNC2CNC2)Cc2c[nH]c3cc(I)ccc23)cc1,50,166
Brc1ccc2[nH]cc(CN3CCC3CN(CCc3ccccc3Br)C3CCC3)c2c1,193,0,Functional-group interconversion (Br -> Sh),Brc1ccc2[nH]cc(CN3CCC3CN(CCc3ccccc3Br)C3CCC3)c2c1,4,,1.0,Sc1ccccc1CCN(CC1CCN1Cc1c[nH]c2ccc(Br)cc12)C1CCC1,51,171
Brc1ccc2c(C3c4ccccc4CCN3CC3CCCN3)c[nH]c2c1,196,1,Reductive amination (ketone),Brc1ccc2c(C3c4ccccc4CCN3C[C@H]3CCCN3)c[nH]c2c1,3,O=C1CNC1,1.0,Brc1ccc2c(C3c4ccccc4CCN3CC3CCCN3C3CNC3)c[nH]c2c1,52,74
COc1ccccc1CCN(CCCNc1cc(F)ccc1O)C1CNC1,200,1,Direct acid -> amine (reductive),COc1ccccc1CCN(CCCNc1cc(F)ccc1O)C1CNC1,4,NCC(=O)O,1.0,COc1ccccc1CCN(CCCN(CCN)c1cc(F)ccc1O)C1CNC1,53,139
NCCCN1CCC1CNCCc1ccc(O)cc1,203,1,Reductive amination (aldehyde),NCCCN1CCC1CNCCc1ccc(O)cc1,3,O=Cc1c[nH]c2cc(Br)ccc12,1.0,Oc1ccc(CCNCC2CCN2CCCNCc2c[nH]c3cc(Br)ccc23)cc1,54,68
CCCN(CC1NCCc2c(OC)cccc21)c1cc(Br)ccc1O,207,1,Reductive amination (ketone),CCCN(CC1NCCc2c(OC)cccc21)c1cc(Br)ccc1O,4,O=C1CNC1,1.0,CCCN(CC1c2cccc(OC)c2CCN1C1CNC1)c1cc(Br)ccc1O,55,74
CC(N)CN(CCC1NCCc2ccc(O)cc21)C1CC1,211,1,Reductive amination (aldehyde),C[C@H](N)CN(CCC1NCCc2ccc(O)cc21)C1CC1,4,O=Cc1c[nH]c2ccc(F)cc12,1.0,CC(N)CN(CCC1c2cc(O)ccc2CCN1Cc1c[nH]c2ccc(F)cc12)C1CC1,56,70
COc1ccccc1CCN(Cc1c[nH]c2ccc(Br)cc12)C1CN(CCCN)C1,215,0,Functional-group interconversion (Br -> I),COc1ccccc1CCN(Cc1c[nH]c2ccc(Br)cc12)C1CN(CCCN)C1,4,,1.0,COc1ccccc1CCN(Cc1c[nH]c2ccc(I)cc12)C1CN(CCCN)C1,57,166
CCCNCCN(CCCN)c1ccccc1O,219,1,Reductive amination (aldehyde),CCCNCCN(CCCN)c1ccccc1O,4,O=Cc1c[nH]c2cc(Br)ccc12,1.0,CCCN(CCN(CCCN)c1ccccc1O)Cc1c[nH]c2cc(Br)ccc12,58,70
O=C1CCCN(CCN(CC2CCN2)c2ccccc2S)C1,223,1,Reductive amination (aldehyde),O=C1CCCN(CCN(CC2CCN2)c2ccccc2S)C1,4,O=Cc1c[nH]c2cc(Br)ccc12,1.0,O=C1CCCN(CCN(CC2CCN2Cc2c[nH]c3cc(Br)ccc23)c2ccccc2S)C1,59,70
CCC1c2ccccc2CCN1CC1CCN1Cc1c[nH]c2ccc(Br)cc12,227,0,Functional-group interconversion (Br -> I),CCC1c2ccccc2CCN1CC1CCN1Cc1c[nH]c2ccc(Br)cc12,4,,1.0,CCC1c2ccccc2CCN1CC1CCN1Cc1c[nH]c2ccc(I)cc12,60,166
CCCN(CCc1ccccc1OC)CC1CCCN1Cc1c[nH]c2cc(Br)ccc12,231,0,Functional-group interconversion (Br -> Cl),CCCN(CCc1ccccc1OC)C[C@@H]1CCCN1Cc1c[nH]c2cc(Br)ccc12,4,,1.0,CCCN(CCc1ccccc1OC)CC1CCCN1Cc1c[nH]c2cc(Cl)ccc12,61,165
NCCN1CCN(c2ccc3[nH]cc(C4NCCc5c(Br)cccc54)c3c2)CC1,234,1,Reductive amination (ketone),NCCN1CCN(c2ccc3[nH]cc(C4NCCc5c(Br)cccc54)c3c2)CC1,3,O=C1CCC1,1.0,NCCN1CCN(c2ccc3[nH]cc(C4c5cccc(Br)c5CCN4C4CCC4)c3c2)CC1,62,74
NCCc1ccccc1NCCN1CCCC(NC2CC2)C1,238,1,Reductive amination (aldehyde),NCCc1ccccc1NCCN1CCCC(NC2CC2)C1,4,O=Cc1c[nH]c2ccc(F)cc12,1.0,NCCc1ccccc1N(CCN1CCCC(NC2CC2)C1)Cc1c[nH]c2ccc(F)cc12,63,70
Brc1cccc(CNCCN(CC2CCCN2)c2cccc3cc[nH]c23)c1,242,1,Reductive amination (aldehyde),Brc1cccc(CNCCN(C[C@@H]2CCCN2)c2cccc3cc[nH]c23)c1,4,CCC=O,1.0,CCCN(CCN(CC1CCCN1)c1cccc2cc[nH]c12)Cc1cccc(Br)c1,64,70
NCCCN1CCCC(NCCc2ccccc2)C1,245,1,Pictet-Spengler cyclisation,NCCCN1CCCC(NCCc2ccccc2)C1,3,O=Cc1c[nH]c2cc(Br)ccc12,1.0,NCCCN1CCCC(N2CCc3ccccc3C2c2c[nH]c3cc(Br)ccc23)C1,65,144
CCCN1CCCC1CN(CCNC)c1cccc(Br)c1O,249,1,Reductive amination (aldehyde),CCCN1CCC[C@@H]1CN(CCNC)c1cccc(Br)c1O,4,O=Cc1c[nH]c2ccc(F)cc12,1.0,CCCN1CCCC1CN(CCN(C)Cc1c[nH]c2ccc(F)cc12)c1cccc(Br)c1O,66,70
OC1CCN(CCC2NCCc3ccccc32)CC1,252,1,Reductive amination (aldehyde),OC1CCN(CCC2NCCc3ccccc32)CC1,3,O=Cc1c[nH]c2ccc(Br)cc12,1.0,OC1CCN(CCC2c3ccccc3CCN2Cc2c[nH]c3ccc(Br)cc23)CC1,67,70
CCC1c2cccc(I)c2CCN1C1CCNCC1,256,1,Reductive amination (aldehyde),CCC1c2cccc(I)c2CCN1C1CCNCC1,4,O=Cc1c[nH]c2ccc(Br)cc12,1.0,CCC1c2cccc(I)c2CCN1C1CCN(Cc2c[nH]c3ccc(Br)cc23)CC1,68,70
NCCCN(CCc1ccc(O)cc1)CC1(N)CCC1,259,1,Reductive amination (aldehyde),NCCCN(CCc1ccc(O)cc1)CC1(N)CCC1,3,O=Cc1c[nH]c2ccc(F)cc12,1.0,NC1(CN(CCCNCc2c[nH]c3ccc(F)cc23)CCc2ccc(O)cc2)CCC1,69,68
COc1ccccc1CCNCCCNCC(C)N,262,1,Direct acid -> amine (reductive),C[C@@H](N)C(=O)O,3,COc1cccc2c1CCN(CCCN)C2c1c[nH]c2ccc(F)cc12,1.0,COc1cccc2c1CCN(CCCNCC(C)N)C2c1c[nH]c2ccc(F)cc12,70,136
Oc1ccccc1N(Cc1c[nH]c2cc(Br)ccc12)CC1CCCN1CC1CCN1,266,0,Functional-group interconversion (Br -> Cl),Oc1ccccc1N(Cc1c[nH]c2cc(Br)ccc12)C[C@H]1CCCN1CC1CCN1,4,,1.0,Oc1ccccc1N(Cc1c[nH]c2cc(Cl)ccc12)CC1CCCN1CC1CCN1,71,165
CNCCN1CCCC1CNCCc1ccccc1OC,269,1,Reductive amination (aldehyde),CNCCN1CCC[C@@H]1CNCCc1ccccc1OC,3,O=Cc1c[nH]c2cc(Br)ccc12,1.0,COc1ccccc1CCNCC1CCCN1CCN(C)Cc1c[nH]c2cc(Br)ccc12,72,70
COc1cccc2c1CCN(C1CNC1)C2c1c[nH]c2ccc(Br)cc12,272,1,Reductive amination (ketone),COc1cccc2c1CCN(C1CNC1)C2c1c[nH]c2ccc(Br)cc12,3,O=C1CCCNC1,1.0,COc1cccc2c1CCN(C1CN(C3CCCNC3)C1)C2c1c[nH]c2ccc(Br)cc12,73,74
O=C1CN(CCC2c3cc(O)ccc3CCN2Cc2c[nH]c3cc(Br)ccc23)C1,276,0,Functional-group interconversion (Br -> Cl),O=C1CN(CCC2c3cc(O)ccc3CCN2Cc2c[nH]c3cc(Br)ccc23)C1,4,,1.0,O=C1CN(CCC2c3cc(O)ccc3CCN2Cc2c[nH]c3cc(Cl)ccc23)C1,74,165
CCC(N)CN1CCN(c2ccccc2CCN)CC1,279,1,Pictet-Spengler cyclisation,CC[C@H](N)CN1CCN(c2ccccc2CCN)CC1,3,O=Cc1c[nH]c2ccc(F)cc12,1.0,CCC(N)CN1CCN(c2cccc3c2CCNC3c2c[nH]c3ccc(F)cc23)CC1,75,144
O=CCCN(CCNC1CC1)CCc1ccc(O)cc1,283,1,Reductive amination (aldehyde),O=CCCN(CCNC1CC1)CCc1ccc(O)cc1,4,O=Cc1c[nH]c2ccc(Br)cc12,1.0,O=CCCN(CCc1ccc(O)cc1)CCN(Cc1c[nH]c2ccc(Br)cc12)C1CC1,76,70
Oc1ccc(CCNC2CCN(CC3CCN3)CC2)cc1,286,1,Pictet-Spengler cyclisation,Oc1ccc(CCNC2CCN(CC3CCN3)CC2)cc1,3,O=Cc1c[nH]c2ccc(Br)cc12,1.0,Oc1ccc2c(c1)C(c1c[nH]c3ccc(Br)cc13)N(C1CCN(CC3CCN3)CC1)CC2,77,144
CCCNCCN1CCCC1CNCCc1c[nH]c2ccccc12,290,1,Buchwald-Hartwig amination,CCCNCCN1CCC[C@H]1CNCCc1c[nH]c2ccccc12,4,Fc1cc(Br)ccn1,1.0,CCCN(CCN1CCCC1CNCCc1c[nH]c2ccccc12)c1ccnc(F)c1,78,114
O=C1CCN(CCN(c2ccc(Br)cc2)C2CNC2)C1,294,1,Reductive amination (ketone),O=C1CCN(CCN(c2ccc(Br)cc2)C2CNC2)C1,4,NCCc1c[nH]c2ccccc12,1.0,Brc1ccc(N(CCN2CCC(NCCc3c[nH]c4ccccc34)C2)C2CNC2)cc1,79,73
O=CCCN1CCC1C(=O)O,298,1,Direct acid -> amine (reductive),O=CCCN1CCC1C(=O)O,4,Ic1ccc2[nH]cc(C3NCCc4ccccc43)c2c1,1.0,O=CCCN1CCC1CN1CCc2ccccc2C1c1c[nH]c2ccc(I)cc12,80,138
CCCN1CCC(N(CCCN)c2ccccc2O)C1,302,1,Reductive amination (aldehyde),CCCN1CCC(N(CCCN)c2ccccc2O)C1,4,O=Cc1c[nH]c2cc(Br)ccc12,1.0,CCCN1CCC(N(CCCNCc2c[nH]c3cc(Br)ccc23)c2ccccc2O)C1,81,68
COc1cccc2c1CCN(C1CCN(CCCN)CC1)C2c1c[nH]c2cc(Br)ccc12,306,0,Functional-group interconversion (Br -> I),COc1cccc2c1CCN(C1CCN(CCCN)CC1)C2c1c[nH]c2cc(Br)ccc12,4,,1.0,COc1cccc2c1CCN(C1CCN(CCCN)CC1)C2c1c[nH]c2cc(I)ccc12,82,166
c1ccc2c(c1)CCNC2CN1CCC1CNC1CC1,310,1,Reductive amination (aldehyde),c1ccc2c(c1)CCNC2CN1CCC1CNC1CC1,4,O=Cc1c[nH]c2ccc(Br)cc12,1.0,Brc1ccc2[nH]cc(CN(CC3CCN3CC3NCCc4ccccc43)C3CC3)c2c1,83,70
