tag,arm,smiles,hub,n_steps,route_yield,n_direct_acid_steps,reactions
drd2_drd2_seed43,hub_batching,OB(O)c1cc(Br)cnc1N1CCC1CNCCc1ccc(O)cc1,Oc1ccc(CCNCC2CCN2)cc1,2,0.525,1,?|?
drd2_drd2_seed43,hub_batching,NC(Cc1c[nH]c2ccccc12)C(=O)N1CCC1CNCCc1ccc(O)cc1,Oc1ccc(CCNCC2CCN2)cc1,2,0.525,1,?|?
drd2_drd2_seed43,hub_batching,O=C(NCCc1c[nH]c2ccc(O)cc12)N1CCC1CNCCc1ccc(O)cc1,Oc1ccc(CCNCC2CCN2)cc1,2,0.525,1,?|?
drd2_drd2_seed43,hub_batching,Nc1ccc(F)nc1N1CCC1CNCCc1ccc(O)cc1,Oc1ccc(CCNCC2CCN2)cc1,2,0.56,1,?|?
drd2_drd2_seed43,hub_batching,Oc1ccc(CCN(Cc2nc3ccccc3[nH]2)CC2CCN2)cc1,Oc1ccc(CCNCC2CCN2)cc1,2,0.525,1,?|?
drd2_drd2_seed43,hub_batching,N#Cc1cc(B(O)O)ccc1N1CCC1CNCCc1ccc(O)cc1,Oc1ccc(CCNCC2CCN2)cc1,2,0.525,1,?|?
drd2_drd2_seed43,hub_batching,O=C(C1Cc2ccccc2CN1)N1CCC1CNCCc1ccc(O)cc1,Oc1ccc(CCNCC2CCN2)cc1,2,0.525,1,?|?
drd2_drd2_seed43,hub_batching,Nc1ccc(C(=O)N(CCc2ccc(O)cc2)CC2CCN2)cc1Br,Oc1ccc(CCNCC2CCN2)cc1,2,0.525,1,?|?
drd2_drd2_seed43,hub_batching,O=C(Oc1ccc(CCNCC2CCN2)cc1)c1cc(B(O)O)ccc1F,Oc1ccc(CCNCC2CCN2)cc1,2,0.665,1,?|?
drd2_drd2_seed43,hub_batching,O=Cc1c[nH]c2ccc(N(CCc3ccc(O)cc3)CC3CCN3)cc12,Oc1ccc(CCNCC2CCN2)cc1,2,0.56,1,?|?
drd2_drd2_seed43,hub_batching,O=C(Oc1ccc(CCNCC2CCN2)cc1)C1Cc2ccccc2CN1,Oc1ccc(CCNCC2CCN2)cc1,2,0.665,1,?|?
drd2_drd2_seed43,hub_batching,Oc1ccc(CCNCC2CCN2c2ncc3[nH]ccc3n2)cc1,Oc1ccc(CCNCC2CCN2)cc1,2,0.525,1,?|?
drd2_drd2_seed43,hub_batching,N#Cc1cc(N)cc(N(CCc2ccc(O)cc2)CC2CCN2)c1,Oc1ccc(CCNCC2CCN2)cc1,2,0.56,1,?|?
drd2_drd2_seed43,hub_batching,Cc1cc(N(CCc2ccc(O)cc2)CC2CCN2)cnc1F,Oc1ccc(CCNCC2CCN2)cc1,2,0.56,1,?|?
drd2_drd2_seed43,hub_batching,O=C(c1ccccc1CCl)N(CCc1ccc(O)cc1)CC1CCN1,Oc1ccc(CCNCC2CCN2)cc1,2,0.525,1,?|?
drd2_drd2_seed43,hub_batching,Cc1sc(Cl)nc1C(=O)N1CCC1CNCCc1ccc(O)cc1,Oc1ccc(CCNCC2CCN2)cc1,2,0.525,1,?|?
drd2_drd2_seed43,hub_batching,NC(CC1CCCCC1)CN(CCc1ccc(O)cc1)CC1CCN1,Oc1ccc(CCNCC2CCN2)cc1,2,0.49,2,?|?
drd2_drd2_seed43,hub_batching,Cc1sc(Cl)nc1C(=O)Oc1ccc(CCNCC2CCN2)cc1,Oc1ccc(CCNCC2CCN2)cc1,2,0.665,1,?|?
drd2_drd2_seed43,hub_batching,O=C(Nc1cc(F)c(F)cc1O)N1CCC1CNCCc1ccc(O)cc1,Oc1ccc(CCNCC2CCN2)cc1,2,0.525,1,?|?
drd2_drd2_seed43,hub_batching,O=C(c1cc(B(O)O)ccc1F)N1CCC1CNCCc1ccc(O)cc1,Oc1ccc(CCNCC2CCN2)cc1,2,0.525,1,?|?
drd2_drd2_seed43,hub_batching,O=[N+]([O-])c1ccc(CBr)cc1N1CCC1CNCCc1ccc(O)cc1,Oc1ccc(CCNCC2CCN2)cc1,2,0.595,1,?|?
drd2_drd2_seed43,hub_batching,O=C(CCl)c1ccc(F)cc1N(CCc1ccc(O)cc1)CC1CCN1,Oc1ccc(CCNCC2CCN2)cc1,2,0.525,1,?|?
drd2_drd2_seed43,hub_batching,NCCN1CCN(C(=O)N2CCC2CNCCc2ccc(O)cc2)CC1,Oc1ccc(CCNCC2CCN2)cc1,2,0.525,1,?|?
drd2_drd2_seed43,hub_batching,Nc1cc(N(CCc2ccc(O)cc2)CC2CCN2)n[nH]1,Oc1ccc(CCNCC2CCN2)cc1,2,0.56,1,?|?
drd2_drd2_seed43,hub_batching,Oc1ccc(CCNCC2CCN2c2c(C(F)(F)F)nc3ccccc3c2O)cc1,Oc1ccc(CCNCC2CCN2)cc1,2,0.56,1,?|?
drd2_drd2_seed43,hub_batching,Cc1ccnc(N(CCc2ccc(O)cc2)CC2CCN2)c1N,Oc1ccc(CCNCC2CCN2)cc1,2,0.56,1,?|?
drd2_drd2_seed43,hub_batching,NC(Cc1c[nH]cn1)C(=O)N(CCc1ccc(O)cc1)CC1CCN1,Oc1ccc(CCNCC2CCN2)cc1,2,0.525,1,?|?
drd2_drd2_seed43,hub_batching,c1ccc2c(CCNCCNC3CCC3)c[nH]c2c1,O=C(O)CNC1CCC1,2,0.525,1,?|?
drd2_drd2_seed43,hub_batching,O=C(CNC1CCC1)NCCc1c[nH]c2ccc(O)cc12,O=C(O)CNC1CCC1,2,0.5625,0,?|?
drd2_drd2_seed43,hub_batching,Oc1ccc(CNCCNC2CCC2)cc1,O=C(O)CNC1CCC1,2,0.525,1,?|?
drd2_drd2_seed43,hub_batching,c1ccc(CCNCCNC2CCC2)cc1,O=C(O)CNC1CCC1,2,0.525,1,?|?
drd2_drd2_seed43,hub_batching,Nc1c(F)cccc1CN1CCCC1CNCCc1ccc(O)cc1,Oc1ccc(CCNCC2CCCN2)cc1,2,0.49,2,?|?
drd2_drd2_seed43,hub_batching,Oc1ccc2c(c1)C(c1cccnc1F)N(CC1CCCN1)CC2,Oc1ccc(CCNCC2CCCN2)cc1,2,0.469,1,?|?
drd2_drd2_seed43,hub_batching,NC(Cc1cccs1)CN1CCCC1CNCCc1ccc(O)cc1,Oc1ccc(CCNCC2CCCN2)cc1,2,0.49,2,?|?
drd2_drd2_seed43,hub_batching,OB(O)c1cc(Br)cc(CN2CCCC2CNCCc2ccc(O)cc2)c1,Oc1ccc(CCNCC2CCCN2)cc1,2,0.49,2,?|?
drd2_drd2_seed43,hub_batching,Oc1ccc(CCN(CC2CCCN2)C(CCl)c2ccc(F)cc2F)cc1,Oc1ccc(CCNCC2CCCN2)cc1,2,0.525,1,?|?
drd2_drd2_seed43,hub_batching,N#Cc1cccc(C(CBr)N2CCCC2CNCCc2ccc(O)cc2)c1,Oc1ccc(CCNCC2CCCN2)cc1,2,0.525,1,?|?
drd2_drd2_seed43,hub_batching,Oc1ccc(CCN(Cc2ccc(F)cc2)CC2CCCN2)cc1,Oc1ccc(CCNCC2CCCN2)cc1,2,0.49,2,?|?
drd2_drd2_seed43,hub_batching,Nc1cccc(N2CCCC2CNCCc2ccc(O)cc2)c1O,Oc1ccc(CCNCC2CCCN2)cc1,2,0.56,1,?|?
drd2_drd2_seed43,hub_batching,Cc1cc(N2CCCC2CNCCc2ccc(O)cc2)cnc1F,Oc1ccc(CCNCC2CCCN2)cc1,2,0.56,1,?|?
drd2_drd2_seed43,hub_batching,C=CC1c2cc(O)ccc2CCN1CC1CCCN1,Oc1ccc(CCNCC2CCCN2)cc1,2,0.469,1,?|?
drd2_drd2_seed43,hub_batching,N#Cc1cccc(C(CBr)N(CCc2ccc(O)cc2)CC2CCCN2)c1,Oc1ccc(CCNCC2CCCN2)cc1,2,0.525,1,?|?
drd2_drd2_seed43,hub_batching,Nc1c(O)cccc1C(=O)Oc1ccc(CCNCC2CCCN2)cc1,Oc1ccc(CCNCC2CCCN2)cc1,2,0.665,1,?|?
drd2_drd2_seed43,hub_batching,Oc1ccc(CCNCC2CCCN2CC2CC(O)CN2)cc1,Oc1ccc(CCNCC2CCCN2)cc1,2,0.49,2,?|?
drd2_drd2_seed43,hub_batching,Oc1ccc(CCNCC2CCCN2c2nc(Br)cs2)cc1,Oc1ccc(CCNCC2CCCN2)cc1,2,0.56,1,?|?
drd2_drd2_seed43,hub_batching,O=C(O)c1ccc(F)c(F)c1N1CCCC1CNCCc1ccc(O)cc1,Oc1ccc(CCNCC2CCCN2)cc1,2,0.525,1,?|?
drd2_drd2_seed43,hub_batching,Nc1c(O)cccc1C(=O)N1CCCC1CNCCc1ccc(O)cc1,Oc1ccc(CCNCC2CCCN2)cc1,2,0.525,1,?|?
drd2_drd2_seed43,hub_batching,Nc1cccc(N(CCc2ccc(O)cc2)CC2CCCN2)c1O,Oc1ccc(CCNCC2CCCN2)cc1,2,0.56,1,?|?
drd2_drd2_seed43,hub_batching,CC(c1ccc(S(=O)(=O)F)cc1)N1CCCC1CNCCc1ccc(O)cc1,Oc1ccc(CCNCC2CCCN2)cc1,2,0.525,1,?|?
drd2_drd2_seed43,hub_batching,O=Cc1cccnc1N1CCCC1CNCCc1ccc(O)cc1,Oc1ccc(CCNCC2CCCN2)cc1,2,0.56,1,?|?
drd2_drd2_seed43,hub_batching,CC(c1ccc(S(=O)(=O)F)cc1)N(CCc1ccc(O)cc1)CC1CCCN1,Oc1ccc(CCNCC2CCCN2)cc1,2,0.525,1,?|?
drd2_drd2_seed43,hub_batching,O=C(NCCc1c[nH]c2ccc(O)cc12)N(CCc1ccc(O)cc1)CC1CCCN1,Oc1ccc(CCNCC2CCCN2)cc1,2,0.525,1,?|?
