tag,arm,smiles,hub,n_steps,route_yield,n_direct_acid_steps,reactions
seh_seed43,best_candidate,c1cc(NCc2ccc(-c3nnn(CC4CC4)n3)nc2)cc(-c2cc(NCC3Cc4ccccc4CN3)[nH]n2)c1,Nc1cccc(-c2cc(NCC3Cc4ccccc4CN3)[nH]n2)c1,1,0.75,0,?
seh_seed43,best_candidate,c1cc(NCc2ccc(-c3nnn(CC4CC4)n3)nc2)cc(-c2ccc3oc(C4CNC4)nc3c2)c1,,1,0.7,1,?
seh_seed43,best_candidate,c1ccc2c(c1)c(CCNc1ccc3[nH]c(-c4ccc(COC5CN6CCC5CC6)cc4)nc3c1)cn2CC1CC1,Brc1ccc2[nH]c(-c3ccc(COC4CN5CCC4CC5)cc3)nc2c1,2,0.56,0,?|?
seh_seed43,best_candidate,O=C(NC1CC1)c1ccc(-c2nc3ccc(-c4nc5cc(CNC67CC(C6)C7)ccc5o4)cc3o2)cc1,O=C(O)c1ccc(-c2nc3ccc(-c4nc5cc(CNC67CC(C6)C7)ccc5o4)cc3o2)cc1,2,0.525,0,?|?
seh_seed43,best_candidate,c1ccc2c(c1)c(CNc1ccc3nc(-c4ccc5nc(C6CNC6)[nH]c5c4)oc3c1)cn2CC1CC1,Brc1ccc2nc(-c3ccc4nc(C5CNC5)[nH]c4c3)oc2c1,3,0.392,0,?|?|?
seh_seed43,best_candidate,O=C(Nc1cccc2ccn(Cc3ccc(-c4nnn(CC5CC5)n4)cc3)c12)c1ccc(COC2CN3CCC2CC3)cc1,,1,0.75,0,?
seh_seed43,best_candidate,O=C(Nc1cc(-c2cccc(NCc3c[nH]c4ccc(-c5nnn(CC6CC6)n5)cc34)c2)n[nH]1)C1CNC1,O=Cc1c[nH]c2ccc(-c3nnn(CC4CC4)n3)cc12,2,0.56,0,?|?
seh_seed43,best_candidate,O=C(NCCc1cn(Cc2ccc(-c3nnn(CC4CC4)n3)cc2)c2ccccc12)c1ccc2nc(C3CNC3)oc2c1,NCCc1cn(Cc2ccc(-c3nnn(CC4CC4)n3)cc2)c2ccccc12,1,0.75,0,?
seh_seed43,best_candidate,O=C(Nc1ccc(-c2ccnc(NCc3cn(CC4CC4)c4ccccc34)c2)cc1)C1CCN1,O=C(Nc1ccc(-c2ccnc(F)c2)cc1)C1CCN1,3,0.42188,0,?|?|?
seh_seed43,best_candidate,O=C(NCCc1cn(CC2CC2)c2ccccc12)c1cccc(-c2ccc3oc(C4CNC4)nc3c2)c1,NCCc1cn(CC2CC2)c2ccccc12,1,0.75,0,?
seh_seed43,best_candidate,O=C(NCc1cn(Cc2ccc(-c3nnn(CC4CC4)n3)cc2)c2ccccc12)C1CCCN(C(=O)C2CCN2)C1,O=C(NCc1cn(Cc2ccc(-c3nnn(CC4CC4)n3)cc2)c2ccccc12)C1CCCNC1,3,0.42188,0,?|?|?
seh_seed43,best_candidate,O=C(Nc1cc(-c2cccc(NCc3ccc4oc(C5CNC5)nc4c3)c2)n[nH]1)NC1CC1,O=C(Nc1cc(Br)n[nH]1)NC1CC1,2,0.5625,0,?|?
seh_seed43,best_candidate,c1ccc2c(c1)CNC(CNc1cc(-c3ccc(NCc4ccc5oc(C6CNC6)nc5c4)cc3)n[nH]1)C2,Brc1cc(NCC2Cc3ccccc3CN2)[nH]n1,1,0.75,0,?
seh_seed43,hub_batching,c1cc2nc(C3CNC3)[nH]c2cc1NC12CC(C1)C2,Brc1ccc2nc(C3CNC3)[nH]c2c1,2,0.56,0,?|?
seh_seed43,hub_batching,CC(Nc1ccc2nc(C3CNC3)[nH]c2c1)c1ccccc1,Brc1ccc2nc(C3CNC3)[nH]c2c1,2,0.56,0,?|?
seh_seed43,hub_batching,c1ccc2c(CNc3ccc4nc(C5CNC5)[nH]c4c3)c[nH]c2c1,Brc1ccc2nc(C3CNC3)[nH]c2c1,2,0.56,0,?|?
seh_seed43,hub_batching,c1cncc(-c2ccc3nc(C4CNC4)[nH]c3c2)c1,Brc1ccc2nc(C3CNC3)[nH]c2c1,2,0.525,0,?|?
seh_seed43,hub_batching,c1cc(CCNc2ccc3nc(C4CNC4)[nH]c3c2)ccn1,Brc1ccc2nc(C3CNC3)[nH]c2c1,2,0.56,0,?|?
seh_seed43,hub_batching,C#Cc1ccc2nc(C3CNC3)[nH]c2c1,Brc1ccc2nc(C3CNC3)[nH]c2c1,2,0.595,0,?|?
seh_seed43,hub_batching,O=C(NC1CC1)C1Cc2ccccc2CN1,O=C(O)C1Cc2ccccc2CN1,1,0.75,0,?
seh_seed43,hub_batching,c1ccc2c(CCNc3ccc4nc(C5CCN5)oc4c3)c[nH]c2c1,Brc1ccc2nc(C3CCN3)oc2c1,2,0.56,0,?|?
seh_seed43,hub_batching,CC(Nc1ccc2nc(C3CCN3)oc2c1)c1ccccc1,Brc1ccc2nc(C3CCN3)oc2c1,2,0.56,0,?|?
seh_seed43,hub_batching,c1cc2nc(C3CCN3)oc2cc1NC12CC(C1)C2,Brc1ccc2nc(C3CCN3)oc2c1,2,0.56,0,?|?
seh_seed43,hub_batching,O=C(NCc1cn(CC2CC2)c2ccccc12)C1CNC1,NCc1cn(CC2CC2)c2ccccc12,2,0.5625,0,?|?
seh_seed43,hub_batching,c1ccc2c(c1)CNC(CNCc1cn(CC3CC3)c3ccccc13)C2,NCc1cn(CC2CC2)c2ccccc12,2,0.525,1,?|?
seh_seed43,hub_batching,O=C1Cc2ccc(C(CCl)NCc3cn(CC4CC4)c4ccccc34)cc2N1,NCc1cn(CC2CC2)c2ccccc12,2,0.5625,0,?|?
seh_seed43,hub_batching,O=C(Nc1cc(-c2cccnc2)n[nH]1)C1CNC1,O=C(Nc1cc(Br)n[nH]1)C1CNC1,2,0.5625,0,?|?
seh_seed43,hub_batching,O=C(Nc1cc(NCc2c[nH]c3ccccc23)n[nH]1)C1CNC1,O=C(Nc1cc(Br)n[nH]1)C1CNC1,2,0.6,0,?|?
seh_seed43,hub_batching,O=C(Nc1cc(NC23CC(C2)C3)n[nH]1)C1CNC1,O=C(Nc1cc(Br)n[nH]1)C1CNC1,2,0.6,0,?|?
seh_seed43,hub_batching,CC(Nc1cc(NC(=O)C2CNC2)[nH]n1)c1ccccc1,O=C(Nc1cc(Br)n[nH]1)C1CNC1,2,0.6,0,?|?
seh_seed43,hub_batching,O=C(Nc1cc(NCCc2ccccc2)n[nH]1)C1CNC1,O=C(Nc1cc(Br)n[nH]1)C1CNC1,2,0.6,0,?|?
seh_seed43,hub_batching,N#Cc1ccccc1-c1cc(NC(=O)C2CNC2)[nH]n1,O=C(Nc1cc(Br)n[nH]1)C1CNC1,2,0.5625,0,?|?
seh_seed43,hub_batching,O=C(Nc1cc(Nc2ccnc3ccccc23)n[nH]1)C1CNC1,O=C(Nc1cc(Br)n[nH]1)C1CNC1,2,0.6,0,?|?
seh_seed43,hub_batching,O=C(Nc1ccc(-c2cccc(NCC3Cc4ccccc4CN3)c2)cc1)C1CCN1,Nc1ccc(-c2cccc(NCC3Cc4ccccc4CN3)c2)cc1,2,0.5625,0,?|?
seh_seed43,hub_batching,Nc1ccc(-c2cccc(NCC3Cc4ccccc4CN3C(=O)NCc3cn(CC4CC4)c4ccccc34)c2)cc1,Nc1ccc(-c2cccc(NCC3Cc4ccccc4CN3)c2)cc1,2,0.5625,0,?|?
seh_seed43,hub_batching,Nc1ccc(-c2cccc(N(CC3Cc4ccccc4CN3)C(=O)C3CNC3)c2)cc1,Nc1ccc(-c2cccc(NCC3Cc4ccccc4CN3)c2)cc1,2,0.5625,0,?|?
seh_seed43,hub_batching,Nc1ccc(-c2cccc(NCC3Cc4ccccc4CN3CC3Cc4ccccc4CN3)c2)cc1,Nc1ccc(-c2cccc(NCC3Cc4ccccc4CN3)c2)cc1,2,0.525,1,?|?
seh_seed43,hub_batching,O=[N+]([O-])c1ccc(Nc2ccc(-c3cccc(NCC4Cc5ccccc5CN4)c3)cc2)c2cccnc12,Nc1ccc(-c2cccc(NCC3Cc4ccccc4CN3)c2)cc1,2,0.6375,0,?|?
seh_seed43,hub_batching,O=C(NC1CC1)c1ccc(CNCc2cn(CC3CC3)c3ccccc23)cc1,O=Cc1ccc(C(=O)NC2CC2)cc1,2,0.6,0,?|?
seh_seed43,hub_batching,O=C(NC1CC1)c1ccc(CNC23CC(C2)C3)cc1,O=Cc1ccc(C(=O)NC2CC2)cc1,2,0.6,0,?|?
seh_seed43,hub_batching,O=C(NC1CC1)c1ccc(CNc2ccnc3ccccc23)cc1,O=Cc1ccc(C(=O)NC2CC2)cc1,2,0.6,0,?|?
seh_seed43,hub_batching,O=C(NC1CC1)c1ccc(CNCc2c[nH]c3ccccc23)cc1,O=Cc1ccc(C(=O)NC2CC2)cc1,2,0.6,0,?|?
seh_seed43,hub_batching,O=C(NC1CC1)c1ccc(C2NCCc3ccccc32)cc1,O=Cc1ccc(C(=O)NC2CC2)cc1,2,0.5025,0,?|?
seh_seed43,hub_batching,O=C(NC1CC1)c1ccc(-c2nc3ccccc3o2)cc1,O=Cc1ccc(C(=O)NC2CC2)cc1,2,0.525,0,?|?
seh_seed43,hub_batching,O=C(NC1CC1)c1ccc(CNCCc2ccccc2)cc1,O=Cc1ccc(C(=O)NC2CC2)cc1,2,0.6,0,?|?
seh_seed43,hub_batching,O=C(NCCc1cn(CC2CC2)c2ccccc12)NC12CC(C1)C2,NCCc1cn(CC2CC2)c2ccccc12,2,0.5625,0,?|?
seh_seed43,hub_batching,O=C(Nc1cccc(-c2cnc(F)nc2)c1)C1CCN1,O=C(Nc1cccc(B(O)O)c1)C1CCN1,2,0.5625,0,?|?
seh_seed43,hub_batching,COc1ncccc1-c1cccc(NC(=O)C2CCN2)c1,O=C(Nc1cccc(B(O)O)c1)C1CCN1,2,0.5625,0,?|?
seh_seed43,hub_batching,O=C(Nc1cccc(-c2cnc3cccnn23)c1)C1CCN1,O=C(Nc1cccc(B(O)O)c1)C1CCN1,2,0.5625,0,?|?
seh_seed43,hub_batching,O=C(NC1CC1)c1cccc(C2Nc3ccccc3-n3cccc32)c1,O=Cc1cccc(C(=O)NC2CC2)c1,2,0.5025,0,?|?
seh_seed43,hub_batching,O=C(NC1CC1)c1cccc(C2NCCc3ccc(O)cc32)c1,O=Cc1cccc(C(=O)NC2CC2)c1,2,0.5025,0,?|?
seh_seed43,hub_batching,O=C(NC1CC1)c1ccc(COC2CN3CCC2CC3)cc1,O=C(NC1CC1)c1ccc(CCl)cc1,2,0.6375,0,?|?
seh_seed43,hub_batching,O=C(NC1CC1)c1ccc(COCC2CNC2)cc1,O=C(NC1CC1)c1ccc(CCl)cc1,2,0.6375,0,?|?
seh_seed43,hub_batching,O=C(NCCc1cn(CC2CC2)c2ccccc12)c1ccc2[nH]c(C3CNC3)nc2c1,O=C(O)c1ccc2[nH]c(C3CNC3)nc2c1,2,0.525,0,?|?
seh_seed43,hub_batching,c1cc2[nH]c(C3CNC3)nc2cc1CNC12CC(C1)C2,O=C(O)c1ccc2[nH]c(C3CNC3)nc2c1,2,0.49,1,?|?
seh_seed43,hub_batching,c1ccc2c(c1)CCN=C2c1ccc2[nH]c(C3CNC3)nc2c1,O=C(O)c1ccc2[nH]c(C3CNC3)nc2c1,2,0.525,0,?|?
seh_seed43,hub_batching,O=C(NCc1ccccc1)c1ccc2[nH]c(C3CNC3)nc2c1,O=C(O)c1ccc2[nH]c(C3CNC3)nc2c1,2,0.525,0,?|?
seh_seed43,hub_batching,c1ccc2c(NCc3ccc4[nH]c(C5CNC5)nc4c3)ccnc2c1,O=C(O)c1ccc2[nH]c(C3CNC3)nc2c1,2,0.49,1,?|?
seh_seed43,hub_batching,c1ccc2oc(-c3ccc4[nH]c(C5CNC5)nc4c3)nc2c1,O=C(O)c1ccc2[nH]c(C3CNC3)nc2c1,2,0.49,0,?|?
seh_seed43,hub_batching,c1ccc2c(CCNCc3ccc4[nH]c(C5CNC5)nc4c3)c[nH]c2c1,O=C(O)c1ccc2[nH]c(C3CNC3)nc2c1,2,0.49,1,?|?
seh_seed43,hub_batching,O=C(Nc1cccc2cc[nH]c12)c1ccc2[nH]c(C3CNC3)nc2c1,O=C(O)c1ccc2[nH]c(C3CNC3)nc2c1,2,0.525,0,?|?
seh_seed43,hub_batching,O=C(OC1CN2CCC1CC2)c1ccc2[nH]c(C3CNC3)nc2c1,O=C(O)c1ccc2[nH]c(C3CNC3)nc2c1,2,0.665,0,?|?
seh_seed43,hub_batching,c1ccc2c(c1)CCN=C2c1ccc(COC2CN3CCC2CC3)cc1,ClCc1ccc(C2=NCCc3ccccc32)cc1,2,0.6375,0,?|?
seh_seed43,hub_batching,O=C(Nc1cccc2ccn(CC3CC3)c12)C1CNC1,Nc1cccc2ccn(CC3CC3)c12,2,0.5625,0,?|?
seh_seed43,hub_batching,O=C(NCc1cn(CC2CC2)c2ccccc12)Nc1cccc2ccn(CC3CC3)c12,Nc1cccc2ccn(CC3CC3)c12,2,0.5625,0,?|?
seh_seed43,hub_batching,c1cc(NCc2ccc3[nH]c(C4CNC4)nc3c2)c2c(c1)ccn2CC1CC1,Nc1cccc2ccn(CC3CC3)c12,2,0.525,1,?|?
seh_seed43,hub_batching,O=C(NC1CC1)c1ccc(CNc2cccc3ccn(CC4CC4)c23)cc1,Nc1cccc2ccn(CC3CC3)c12,2,0.6,0,?|?
seh_seed43,hub_batching,c1cc(NCC2CCN2)c2c(c1)ccn2CC1CC1,Nc1cccc2ccn(CC3CC3)c12,2,0.525,1,?|?
seh_seed43,hub_batching,c1cc(COC2CN3CCC2CC3)cc(-c2nnn(CC3CC3)n2)c1,BrCc1cccc(-c2nnn(CC3CC3)n2)c1,2,0.595,0,?|?
seh_seed43,hub_batching,O=C(OCc1cccc(-c2nnn(CC3CC3)n2)c1)c1ccc2[nH]c(C3CNC3)nc2c1,BrCc1cccc(-c2nnn(CC3CC3)n2)c1,2,0.595,0,?|?
seh_seed43,hub_batching,Fc1ncc(-c2cccc(-c3nnn(CC4CC4)n3)c2)cn1,OB(O)c1cccc(-c2nnn(CC3CC3)n2)c1,2,0.525,0,?|?
seh_seed43,hub_batching,COc1ccc(-c2cccc(NC(=O)C3CNC3)c2)cn1,O=C(Nc1cccc(B(O)O)c1)C1CNC1,2,0.5625,0,?|?
seh_seed43,hub_batching,O=C(Nc1cccc(-c2cccnc2F)c1)C1CNC1,O=C(Nc1cccc(B(O)O)c1)C1CNC1,2,0.5625,0,?|?
seh_seed43,hub_batching,O=C(Nc1cccc(-c2ccc(C(F)(F)F)cn2)c1)C1CNC1,O=C(Nc1cccc(B(O)O)c1)C1CNC1,2,0.5625,0,?|?
seh_seed43,hub_batching,c1ccc2c(c1)c(CNCc1ccc3nc(C4CNC4)[nH]c3c1)cn2CC1CC1,O=C(O)c1ccc2nc(C3CNC3)[nH]c2c1,2,0.49,1,?|?
seh_seed43,hub_batching,O=C(NC1CC1)c1ccc2nc(C3CNC3)[nH]c2c1,O=C(O)c1ccc2nc(C3CNC3)[nH]c2c1,2,0.525,0,?|?
seh_seed43,hub_batching,c1ccc(NCc2ccc3nc(C4CNC4)[nH]c3c2)nc1,O=C(O)c1ccc2nc(C3CNC3)[nH]c2c1,2,0.49,1,?|?
seh_seed43,hub_batching,Fc1ccc2oc(-c3ccc4nc(C5CNC5)[nH]c4c3)nc2c1,O=C(O)c1ccc2nc(C3CNC3)[nH]c2c1,2,0.49,0,?|?
seh_seed43,hub_batching,c1ccc(CCNc2ccc3[nH]c(C4CNC4)nc3c2)cc1,Brc1ccc2[nH]c(C3CNC3)nc2c1,2,0.56,0,?|?
seh_seed43,hub_batching,O=C(NCc1cn(CC2CC2)c2ccccc12)N1CC(c2nc3cc(Br)ccc3[nH]2)C1,Brc1ccc2[nH]c(C3CNC3)nc2c1,2,0.525,0,?|?
seh_seed43,hub_batching,Brc1ccc2[nH]c(C3CN(Cc4ccc5[nH]c(C6CNC6)nc5c4)C3)nc2c1,Brc1ccc2[nH]c(C3CNC3)nc2c1,2,0.49,1,?|?
seh_seed43,hub_batching,Brc1ccc2c(c1)nc(C1CNC1)n2Cc1ccc(C2=NCCc3ccccc32)cc1,Brc1ccc2[nH]c(C3CNC3)nc2c1,2,0.525,0,?|?
seh_seed43,hub_batching,O=C(C1Cc2ccccc2CN1)N1CC(c2nc3cc(Br)ccc3[nH]2)C1,Brc1ccc2[nH]c(C3CNC3)nc2c1,2,0.525,0,?|?
seh_seed43,hub_batching,Fc1ncccc1-c1ccc2[nH]c(C3CNC3)nc2c1,Brc1ccc2[nH]c(C3CNC3)nc2c1,2,0.525,0,?|?
seh_seed43,hub_batching,c1ccc2c(c1)c(CNc1ccc3oc(C4CNC4)nc3c1)cn2CC1CC1,Brc1ccc2oc(C3CNC3)nc2c1,2,0.56,0,?|?
seh_seed43,hub_batching,c1cc2oc(C3CNC3)nc2cc1NC12CC(C1)C2,Brc1ccc2oc(C3CNC3)nc2c1,2,0.56,0,?|?
seh_seed43,hub_batching,CC(Nc1ccc2oc(C3CNC3)nc2c1)c1ccccc1,Brc1ccc2oc(C3CNC3)nc2c1,2,0.56,0,?|?
seh_seed43,hub_batching,O=C(NC1CC1)c1ccc(CN2CC(c3nc4cc(Br)ccc4o3)C2)cc1,Brc1ccc2oc(C3CNC3)nc2c1,2,0.525,0,?|?
seh_seed43,hub_batching,O=C(NCCc1cn(CC2CC2)c2ccccc12)N1CC(c2nc3cc(Br)ccc3o2)C1,Brc1ccc2oc(C3CNC3)nc2c1,2,0.525,0,?|?
seh_seed43,hub_batching,c1cncc(-c2ccc3oc(C4CNC4)nc3c2)c1,Brc1ccc2oc(C3CNC3)nc2c1,2,0.525,0,?|?
seh_seed43,hub_batching,c1cc(CCNc2ccc3oc(C4CNC4)nc3c2)ccn1,Brc1ccc2oc(C3CNC3)nc2c1,2,0.56,0,?|?
seh_seed43,hub_batching,C#Cc1ccc2oc(C3CNC3)nc2c1,Brc1ccc2oc(C3CNC3)nc2c1,2,0.595,0,?|?
seh_seed43,hub_batching,O=C(NCc1cn(CC2CC2)c2ccccc12)c1ccc2nc(C3CCN3)oc2c1,O=C(O)c1ccc2nc(C3CCN3)oc2c1,2,0.525,0,?|?
