assigned_hub,cum_reactions,n_reagents,named_reaction,parent,reactions_added,reagents,reward,smiles,step,template_id
NCCc1cn(Cc2ccc(-c3nnn(CC4CC4)n3)cc2)c2ccccc12,85,1,Amide coupling,NCCc1cn(Cc2ccc(-c3nnn(CC4CC4)n3)cc2)c2ccccc12,4,O=C(O)c1ccc2nc(C3CNC3)oc2c1,8.2674,O=C(NCCc1cn(Cc2ccc(-c3nnn(CC4CC4)n3)cc2)c2ccccc12)c1ccc2nc(C3CNC3)oc2c1,23,77
O=C(Nc1ccc(-c2ccnc(F)c2)cc1)C1CCN1,88,1,SNAr (halo-heteroarene + amine),O=C(Nc1ccc(-c2ccnc(F)c2)cc1)C1CCN1,3,NCc1cn(CC2CC2)c2ccccc12,8.2647,O=C(Nc1ccc(-c2ccnc(NCc3cn(CC4CC4)c4ccccc34)c2)cc1)C1CCN1,24,37
NCCc1cn(CC2CC2)c2ccccc12,91,1,Amide coupling,NCCc1cn(CC2CC2)c2ccccc12,3,O=C(O)c1cccc(-c2ccc3oc(C4CNC4)nc3c2)c1,8.2646,O=C(NCCc1cn(CC2CC2)c2ccccc12)c1cccc(-c2ccc3oc(C4CNC4)nc3c2)c1,25,77
O=C(NCc1cn(Cc2ccc(-c3nnn(CC4CC4)n3)cc2)c2ccccc12)C1CCCNC1,94,1,Amide coupling,O=C(NCc1cn(Cc2ccc(-c3nnn(CC4CC4)n3)cc2)c2ccccc12)[C@H]1CCCNC1,3,O=C(O)C1CCN1,8.2637,O=C(NCc1cn(Cc2ccc(-c3nnn(CC4CC4)n3)cc2)c2ccccc12)C1CCCN(C(=O)C2CCN2)C1,26,79
O=C(Nc1cc(Br)n[nH]1)NC1CC1,97,1,Suzuki coupling,O=C(Nc1cc(Br)n[nH]1)NC1CC1,3,OB(O)c1cccc(NCc2ccc3oc(C4CNC4)nc3c2)c1,8.2631,O=C(Nc1cc(-c2cccc(NCc3ccc4oc(C5CNC5)nc4c3)c2)n[nH]1)NC1CC1,27,87
OB(O)c1ccc(NCc2ccc3oc(C4CNC4)nc3c2)cc1,101,1,Suzuki coupling,OB(O)c1ccc(NCc2ccc3oc(C4CNC4)nc3c2)cc1,4,Brc1cc(NC[C@@H]2Cc3ccccc3CN2)[nH]n1,8.2573,c1ccc2c(c1)CNC(CNc1cc(-c3ccc(NCc4ccc5oc(C6CNC6)nc5c4)cc3)n[nH]1)C2,28,86
,104,1,Direct acid -> amine (reductive),O=C(O)c1ccc2nc(C3CNC3)oc2c1,3,Nc1ccc(-c2cccc(-c3nnn(CC4CC4)n3)c2)cc1,8.2476,c1cc(-c2ccc(NCc3ccc4nc(C5CNC5)oc4c3)cc2)cc(-c2nnn(CC3CC3)n2)c1,29,136
O=C(O)c1ccc(COC2CN3CCC2CC3)cc1,108,1,Direct acid -> amine (reductive),O=C(O)c1ccc(CO[C@H]2CN3CCC2CC3)cc1,4,Nc1cccc(-c2cn(CC3CC3)cn2)c1,8.2463,c1cc(NCc2ccc(COC3CN4CCC3CC4)cc2)cc(-c2cn(CC3CC3)cn2)c1,30,136
c1cc(NCc2cccc3oc(C4CNC4)nc23)cc(-c2c[nH]cn2)c1,112,1,N-alkylation (azole N-H + alkyl halide),c1cc(NCc2cccc3oc(C4CNC4)nc23)cc(-c2c[nH]cn2)c1,4,ClCC1CC1,8.2461,c1cc(NCc2cccc3oc(C4CNC4)nc23)cc(-c2cn(CC3CC3)cn2)c1,31,200
O=C(O)c1ccc2nc(C3(NCc4ccc(C(=O)NC5CC5)cc4)CCC3)oc2c1,116,1,Amide coupling,O=C(O)c1ccc2nc(C3(NCc4ccc(C(=O)NC5CC5)cc4)CCC3)oc2c1,4,NC1CC1,8.2458,O=C(NC1CC1)c1ccc(CNC2(c3nc4ccc(C(=O)NC5CC5)cc4o3)CCC2)cc1,32,76
N#Cc1ccc(NCc2cccc3oc(C4CNC4)nc23)cc1,120,1,Tetrazole formation (nitrile + alkyl halide),N#Cc1ccc(NCc2cccc3oc(C4CNC4)nc23)cc1,4,ClCC1CC1,8.2457,c1cc(CNc2ccc(-c3nnn(CC4CC4)n3)cc2)c2nc(C3CNC3)oc2c1,33,104
O=C(O)c1cccc(-c2cc(NC(=O)C3CNC3)[nH]n2)c1,123,1,Suzuki coupling,O=C(NCc1cn(CC2CC2)c2ccccc12)c1cccc(B(O)O)c1,3,O=C(Nc1cc(Br)n[nH]1)C1CNC1,8.2436,O=C(NCc1cn(CC2CC2)c2ccccc12)c1cccc(-c2cc(NC(=O)C3CNC3)[nH]n2)c1,34,86
Nc1ccc(-c2cn(CC3CC3)nn2)cc1,126,1,Reductive amination (aldehyde),Nc1ccc(-c2cn(CC3CC3)nn2)cc1,3,O=Cc1cccc(C(=O)NC2CC2)c1,8.2432,O=C(NC1CC1)c1cccc(CNc2ccc(-c3cn(CC4CC4)nn3)cc2)c1,35,68
Brc1ccc2[nH]c(C3CNC3)nc2c1,130,1,Suzuki coupling,Brc1ccc2[nH]c(C3CNC3)nc2c1,4,OB(O)c1cccc(NCc2ccc3[nH]c(C4CNC4)nc3c2)c1,8.2413,c1cc(NCc2ccc3[nH]c(C4CNC4)nc3c2)cc(-c2ccc3[nH]c(C4CNC4)nc3c2)c1,36,87
O=Cc1ccc(-c2ccc3nc(-c4ccc(COC5CN6CCC5CC6)cc4)oc3c2)cc1,133,1,Reductive amination (aldehyde),O=Cc1ccc(-c2ccc3nc(-c4ccc(CO[C@H]5CN6CCC5CC6)cc4)oc3c2)cc1,3,NC12CC(C1)C2,8.2357,c1cc(-c2ccc3nc(-c4ccc(COC5CN6CCC5CC6)cc4)oc3c2)ccc1CNC12CC(C1)C2,37,69
OB(O)c1cccc(NCc2ccc3[nH]c(-c4ccc(COC5CN6CCC5CC6)cc4)nc3c2)c1,137,1,Suzuki coupling,OB(O)c1cccc(NCc2ccc3[nH]c(-c4ccc(CO[C@H]5CN6CCC5CC6)cc4)nc3c2)c1,4,Fc1ncc(Br)cn1,8.2324,Fc1ncc(-c2cccc(NCc3ccc4[nH]c(-c5ccc(COC6CN7CCC6CC7)cc5)nc4c3)c2)cn1,38,86
O=C(Nc1ccc(Nc2ccc(-c3c[nH]cn3)cc2)cc1)C1CNC1,141,1,N-alkylation (azole N-H + alkyl halide),O=C(Nc1ccc(Nc2ccc(-c3c[nH]cn3)cc2)cc1)C1CNC1,4,ClCC1CC1,8.2315,O=C(Nc1ccc(Nc2ccc(-c3cn(CC4CC4)cn3)cc2)cc1)C1CNC1,39,200
,145,1,Amide coupling,O=C(O)c1ccc2nc(C3CNC3)[nH]c2c1,4,Nc1cc(-c2cccc(NC[C@@H]3Cc4ccccc4CN3)c2)n[nH]1,8.2313,O=C(Nc1cc(-c2cccc(NCC3Cc4ccccc4CN3)c2)n[nH]1)c1ccc2nc(C3CNC3)[nH]c2c1,40,76
,148,1,Williamson ether synthesis,O=C(NC1CC1)c1ccc2oc(-c3ccc(CCl)cc3)nc2c1,3,O[C@H]1CN2CCC1CC2,8.2288,O=C(NC1CC1)c1ccc2oc(-c3ccc(COC4CN5CCC4CC5)cc3)nc2c1,41,176
,151,1,Suzuki coupling,OB(O)c1ccc(NCc2cccc(C3=NCCc4ccccc43)c2)cc1,3,O=C(Nc1cc(Br)n[nH]1)C1CNC1,8.2288,O=C(Nc1cc(-c2ccc(NCc3cccc(C4=NCCc5ccccc54)c3)cc2)n[nH]1)C1CNC1,42,86
c1ccc2[nH]c(CNc3ccc(-c4cn(CC5CC5)nn4)cc3)nc2c1,153,1,N-alkylation (azole N-H + alkyl halide),c1ccc2[nH]c(CNc3ccc(-c4cn(CC5CC5)nn4)cc3)nc2c1,2,ClCC1CC1,8.2249,c1ccc2c(c1)nc(CNc1ccc(-c3cn(CC4CC4)nn3)cc1)n2CC1CC1,43,200
ClCc1ccc(C2=NCCc3ccccc32)cc1,156,1,N-alkylation (azole N-H + alkyl halide),ClCc1ccc(C2=NCCc3ccccc32)cc1,3,O=C(Nc1ccc(NCc2c[nH]c3ccccc23)cc1)C1CNC1,8.2232,O=C(Nc1ccc(NCc2cn(Cc3ccc(C4=NCCc5ccccc54)cc3)c3ccccc23)cc1)C1CNC1,44,201
C#Cc1ccc(NCc2ccc(-c3nnnn3CC3CC3)nc2)cc1,160,1,Triazole formation (alkyne + alkyl halide),C#Cc1ccc(NCc2ccc(-c3nnnn3CC3CC3)nc2)cc1,4,ClCC1CC1,8.2206,c1cc(-c2nnnn2CC2CC2)ncc1CNc1ccc(-c2cn(CC3CC3)nn2)cc1,45,100
BrCc1cccc(-c2nnnn2Cc2ccc(-c3nc4cc(-c5nnn(CC6CC6)n5)ccc4o3)cc2)c1,164,1,Williamson ether synthesis,BrCc1cccc(-c2nnnn2Cc2ccc(-c3nc4cc(-c5nnn(CC6CC6)n5)ccc4o3)cc2)c1,4,O[C@H]1CN2CCC1CC2,8.2133,c1cc(COC2CN3CCC2CC3)cc(-c2nnnn2Cc2ccc(-c3nc4cc(-c5nnn(CC6CC6)n5)ccc4o3)cc2)c1,46,174
Nc1cccc(-c2cncc(-c3nnn(CC4CC4)n3)c2)c1,167,1,Direct acid -> amine (reductive),Nc1cccc(-c2cncc(-c3nnn(CC4CC4)n3)c2)c1,3,O=C(O)c1ccc2nc(C3CNC3)[nH]c2c1,8.2129,c1cc(NCc2ccc3nc(C4CNC4)[nH]c3c2)cc(-c2cncc(-c3nnn(CC4CC4)n3)c2)c1,47,137
NCc1cn(CC2CC2)c2ccccc12,171,1,Amide coupling,NCc1cn(CC2CC2)c2ccccc12,4,O=C(O)c1ccc(-c2nc3cc(-c4nnn(CC5CC5)n4)ccc3[nH]2)cc1,8.2122,O=C(NCc1cn(CC2CC2)c2ccccc12)c1ccc(-c2nc3cc(-c4nnn(CC5CC5)n4)ccc3[nH]2)cc1,48,77
OB(O)c1ccc(NCc2ccc3nc(-c4ccccc4)oc3c2)cc1,174,1,Suzuki coupling,OB(O)c1ccc(NCc2ccc3nc(-c4ccccc4)oc3c2)cc1,3,O=C(Nc1cc(Br)n[nH]1)C1CNC1,8.2095,O=C(Nc1cc(-c2ccc(NCc3ccc4nc(-c5ccccc5)oc4c3)cc2)n[nH]1)C1CNC1,49,86
N#Cc1ccc2oc(-c3cccc(-c4cccc(NCC5Cc6ccccc6CN5)c4)c3)nc2c1,178,1,Tetrazole formation (nitrile + alkyl halide),N#Cc1ccc2oc(-c3cccc(-c4cccc(NC[C@@H]5Cc6ccccc6CN5)c4)c3)nc2c1,4,ClCC1CC1,8.2085,c1cc(NCC2Cc3ccccc3CN2)cc(-c2cccc(-c3nc4cc(-c5nnn(CC6CC6)n5)ccc4o3)c2)c1,50,104
Brc1ccc2nc(C3CNC3)[nH]c2c1,182,1,Buchwald-Hartwig amination,Brc1ccc2nc(C3CNC3)[nH]c2c1,4,O=C(NCc1cn(CC2CC2)c2ccccc12)[C@@H]1CCCNC1,8.2058,O=C(NCc1cn(CC2CC2)c2ccccc12)C1CCCN(c2ccc3nc(C4CNC4)[nH]c3c2)C1,51,115
NCc1cn(CC2CC2)c2ccccc12,185,1,Buchwald-Hartwig amination,NCc1cn(CC2CC2)c2ccccc12,3,Brc1ccc(NCc2ccc3oc(C4CCN4)nc3c2)cc1,8.2051,c1ccc2c(c1)c(CNc1ccc(NCc3ccc4oc(C5CCN5)nc4c3)cc1)cn2CC1CC1,52,112
C#Cc1ccc(NCc2ccc3nc(C4Cc5ccccc5CN4)oc3c2)cc1,189,1,Triazole formation (alkyne + alkyl halide),C#Cc1ccc(NCc2ccc3nc([C@@H]4Cc5ccccc5CN4)oc3c2)cc1,4,ClCC1CC1,8.2032,c1ccc2c(c1)CNC(c1nc3ccc(CNc4ccc(-c5cn(CC6CC6)nn5)cc4)cc3o1)C2,53,100
Brc1cn(CC2CC2)cn1,193,1,Suzuki coupling,Brc1cn(CC2CC2)cn1,4,O=C(Nc1cccc(B(O)O)c1)c1ccc2nc([C@@H]3Cc4ccccc4CN3)oc2c1,8.2024,O=C(Nc1cccc(-c2cn(CC3CC3)cn2)c1)c1ccc2nc(C3Cc4ccccc4CN3)oc2c1,54,87
O=C(NCc1c[nH]c2ccccc12)c1cccc(CNc2ccc(B(O)O)cc2)c1,196,1,Suzuki coupling,O=C(NCc1c[nH]c2ccccc12)c1cccc(CNc2ccc(B(O)O)cc2)c1,3,O=C(Nc1cc(Br)n[nH]1)C1CNC1,8.2024,O=C(NCc1c[nH]c2ccccc12)c1cccc(CNc2ccc(-c3cc(NC(=O)C4CNC4)[nH]n3)cc2)c1,55,86
c1ccc2c(NCc3ccc(COC4CN5CCC4CC5)cc3)ccnc2c1,199,1,Direct acid -> amine (reductive),c1ccc2c(NCc3ccc(CO[C@H]4CN5CCC4CC5)cc3)ccnc2c1,3,O=C(O)c1ccc(-c2nnn(CC3CC3)n2)nc1,8.2017,c1ccc2c(N(Cc3ccc(COC4CN5CCC4CC5)cc3)Cc3ccc(-c4nnn(CC5CC5)n4)nc3)ccnc2c1,56,139
c1ccc2c(CCNCc3ccc(-c4cn(CC5CC5)cn4)cc3)c[nH]c2c1,203,1,N-alkylation (azole N-H + alkyl halide),c1ccc2c(CCNCc3ccc(-c4cn(CC5CC5)cn4)cc3)c[nH]c2c1,4,ClCC1CC1,8.2002,c1ccc2c(c1)c(CCNCc1ccc(-c3cn(CC4CC4)cn3)cc1)cn2CC1CC1,57,200
NCc1cn(CC2CC2)c2ccccc12,205,1,Amide coupling,O=C(O)C1CCN(Cc2ccc(-c3nnn(CC4CC4)n3)nc2)CC1,2,NCc1cn(CC2CC2)c2ccccc12,8.1995,O=C(NCc1cn(CC2CC2)c2ccccc12)C1CCN(Cc2ccc(-c3nnn(CC4CC4)n3)nc2)CC1,58,76
O=C(Nc1cc(-c2cccc(C(=O)Nc3ccnc4ccccc34)c2)n[nH]1)c1ccc(CCl)cc1,209,1,Williamson ether synthesis,O=C(Nc1cc(-c2cccc(C(=O)Nc3ccnc4ccccc34)c2)n[nH]1)c1ccc(CCl)cc1,4,O[C@H]1CN2CCC1CC2,8.1986,O=C(Nc1cc(-c2cccc(C(=O)Nc3ccnc4ccccc34)c2)n[nH]1)c1ccc(COC2CN3CCC2CC3)cc1,59,176
NCc1cn(CC2CC2)c2ccccc12,210,1,Urea formation (amine + amine),NCc1cn(CC2CC2)c2ccccc12,1,Nc1cccc(-c2cn(CC3CC3)cn2)c1,8.1984,O=C(NCc1cn(CC2CC2)c2ccccc12)Nc1cccc(-c2cn(CC3CC3)cn2)c1,60,124
OB(O)c1ccc2c(ccn2CC2CC2)c1,213,1,N-alkylation (azole N-H + alkyl halide),c1cc2cc(-c3cc(NCc4ccc5nc(C6CNC6)oc5c4)[nH]n3)ccc2[nH]1,3,ClCC1CC1,8.1982,c1cc2nc(C3CNC3)oc2cc1CNc1cc(-c2ccc3c(ccn3CC3CC3)c2)n[nH]1,61,200
NCc1cn(CC2CC2)c2ccccc12,216,1,Reductive amination (aldehyde),NCc1cn(CC2CC2)c2ccccc12,3,O=Cc1ccc(-c2nc3cc(-c4nnn(CC5CC5)n4)ccc3o2)cc1,8.1979,c1ccc2c(c1)c(CNCc1ccc(-c3nc4cc(-c5nnn(CC6CC6)n5)ccc4o3)cc1)cn2CC1CC1,62,68
OB(O)c1cccc(NCc2ccc3nc(C4CNC4)[nH]c3c2)c1,219,1,Suzuki coupling,OB(O)c1cccc(NCc2ccc3nc(C4CNC4)[nH]c3c2)c1,3,Brc1cc(NCC2CCN2)[nH]n1,8.1948,c1cc(NCc2ccc3nc(C4CNC4)[nH]c3c2)cc(-c2cc(NCC3CCN3)[nH]n2)c1,63,86
Nc1ccc(-c2ccc(CNC34CC(C3)C4)cc2)cc1,222,1,Suzuki coupling,OB(O)c1ccc(CNC23CC(C2)C3)cc1,3,O=C(NC1CC1)c1ccc(CNc2ccc(Br)cc2)cc1,8.1946,O=C(NC1CC1)c1ccc(CNc2ccc(-c3ccc(CNC45CC(C4)C5)cc3)cc2)cc1,64,86
,225,1,Suzuki coupling,OB(O)c1cccc(-c2nc3cc(CNC45CC(C4)C5)ccc3o2)c1,3,O=C(Nc1cc(Br)n[nH]1)C1CNC1,8.1912,O=C(Nc1cc(-c2cccc(-c3nc4cc(CNC56CC(C5)C6)ccc4o3)c2)n[nH]1)C1CNC1,65,86
OB(O)c1ccc(-c2nnn(CC3CC3)n2)s1,228,1,Suzuki coupling,OB(O)c1ccc(-c2nnn(CC3CC3)n2)s1,3,Brc1cc(NCc2ccc3oc(C4CNC4)nc3c2)[nH]n1,8.1909,c1cc2oc(C3CNC3)nc2cc1CNc1cc(-c2ccc(-c3nnn(CC4CC4)n3)s2)n[nH]1,66,86
,231,1,Buchwald-Hartwig amination,Brc1ccc2oc(-c3ccc(COCC4CNC4)cc3)nc2c1,3,NCc1cn(CC2CC2)c2ccccc12,8.1908,c1ccc2c(c1)c(CNc1ccc3oc(-c4ccc(COCC5CNC5)cc4)nc3c1)cn2CC1CC1,67,113
Nc1cccc(-c2cccc(-c3nc4ccccc4o3)c2)c1,234,1,Amide coupling,Nc1cccc(-c2cccc(-c3nc4ccccc4o3)c2)c1,3,O=C(O)c1ccc(CO[C@H]2CN3CCC2CC3)cc1,8.1904,O=C(Nc1cccc(-c2cccc(-c3nc4ccccc4o3)c2)c1)c1ccc(COC2CN3CCC2CC3)cc1,68,77
O=C(Nc1cccc2cc[nH]c12)c1ccc(Cn2cc(CNC(=O)C3CNC3)c3ccccc32)cc1,237,1,N-alkylation (azole N-H + alkyl halide),O=C(Nc1cccc2cc[nH]c12)c1ccc(Cn2cc(CNC(=O)C3CNC3)c3ccccc32)cc1,3,ClCC1CC1,8.1885,O=C(Nc1cccc2ccn(CC3CC3)c12)c1ccc(Cn2cc(CNC(=O)C3CNC3)c3ccccc32)cc1,69,200
NCc1cn(CC2CC2)c2ccccc12,241,1,Amide coupling,NCc1cn(CC2CC2)c2ccccc12,4,O=C(O)C1(Nc2ccc3oc(C4CNC4)nc3c2)CCC1,8.1884,O=C(NCc1cn(CC2CC2)c2ccccc12)C1(Nc2ccc3oc(C4CNC4)nc3c2)CCC1,70,77
OB(O)c1cccc(NCC2Cc3ccccc3CN2)c1,245,1,Suzuki coupling,OB(O)c1cccc(NC[C@@H]2Cc3ccccc3CN2)c1,4,O=C(NC1CC1)c1ccc2nc(-c3c[nH]c4cc(Br)ccc34)oc2c1,8.1855,O=C(NC1CC1)c1ccc2nc(-c3c[nH]c4cc(-c5cccc(NCC6Cc7ccccc7CN6)c5)ccc34)oc2c1,71,86
ClCc1ccccc1-c1nc2ccc(-c3cccc(-c4nnn(CC5CC5)n4)c3)cc2o1,249,1,Williamson ether synthesis,ClCc1ccccc1-c1nc2ccc(-c3cccc(-c4nnn(CC5CC5)n4)c3)cc2o1,4,O[C@H]1CN2CCC1CC2,8.1853,c1cc(-c2ccc3nc(-c4ccccc4COC4CN5CCC4CC5)oc3c2)cc(-c2nnn(CC3CC3)n2)c1,72,176
,252,1,Urea formation (amine + amine),c1cc(-c2nnn(CC3CC3)n2)ccc1CO[C@@H]1CCNC1,3,NCc1cn(CC2CC2)c2ccccc12,8.1759,O=C(NCc1cn(CC2CC2)c2ccccc12)N1CCC(OCc2ccc(-c3nnn(CC4CC4)n3)cc2)C1,73,126
