cum_reactions,n_reagents,named_reaction,parent,reactions_added,reagents,reward,smiles,step,template_id
160,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCCN1,1,C[C@@H](NCc1cccc(Br)c1)C(=O)O,0.9847,COc1ccccc1CCN(CC(C)NCc1cccc(Br)c1)CC1CCCN1,129,139
161,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCCN1,1,O=C(CCl)c1ccc(N2CC(C(=O)O)C2)cc1F,0.9602,COc1ccccc1CCN(CC1CN(c2ccc(C(=O)CCl)c(F)c2)C1)CC1CCCN1,130,139
162,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCCN1,1,O=C(O)CNc1ccc(B(O)O)cc1,0.8692,COc1ccccc1CCN(CCNc1ccc(B(O)O)cc1)CC1CCCN1,131,139
163,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCCN1,1,O=C(O)[C@H]1Cc2ccccc2C(c2c[nH]c3ccc(F)cc23)N1,0.8532,COc1ccccc1CCNCC1CCCN1CC1Cc2ccccc2C(c2c[nH]c3ccc(F)cc23)N1,132,139
164,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCCN1,1,NCCc1ccccc1N[C@@H](CO)C(=O)O,0.7145,COc1ccccc1CCN(CC1CCCN1)CC(CO)Nc1ccccc1CCN,133,139
166,1,Direct acid -> amine (reductive),COc1ccccc1CCNC1CCCNC1,2,O=C(O)C1CCN1c1ccnc(F)c1,1.0,COc1ccccc1CCNC1CCCN(CC2CCN2c2ccnc(F)c2)C1,134,139
167,1,Direct acid -> amine (reductive),COc1ccccc1CCNC1CCCNC1,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,1.0,COc1ccccc1CCN(CC(N)Cc1ccc(O)cc1)C1CCCNC1,135,139
168,1,Direct acid -> amine (reductive),COc1ccccc1CCNC1CCCNC1,1,Nc1ccc(C(=O)O)cc1Br,0.9966,COc1ccccc1CCNC1CCCN(Cc2ccc(N)c(Br)c2)C1,136,139
169,1,Direct acid -> amine (reductive),COc1ccccc1CCNC1CCCNC1,1,Nc1c(F)cccc1C(=O)O,0.9965,COc1ccccc1CCN(Cc1cccc(F)c1N)C1CCCNC1,137,139
170,1,Direct acid -> amine (reductive),COc1ccccc1CCNC1CCCNC1,1,O=Cc1ccccc1NCCC(=O)O,0.9674,COc1ccccc1CCNC1CCCN(CCCNc2ccccc2C=O)C1,138,139
171,1,Direct acid -> amine (reductive),COc1ccccc1CCNC1CCCNC1,1,O=Cc1ccccc1NCCC(=O)O,0.9507,COc1ccccc1CCN(CCCNc1ccccc1C=O)C1CCCNC1,139,139
172,1,Direct acid -> amine (reductive),COc1ccccc1CCNC1CCCNC1,1,N[C@@H](Cc1c[nH]cn1)C(=O)O,0.921,COc1ccccc1CCNC1CCCN(CC(N)Cc2c[nH]cn2)C1,140,139
173,1,Direct acid -> amine (reductive),COc1ccccc1CCNC1CCCNC1,1,O=C(O)[C@@H](NCc1c[nH]c2ccc(Br)cc12)c1ccccc1,0.8989,COc1ccccc1CCN(CC(NCc1c[nH]c2ccc(Br)cc12)c1ccccc1)C1CCCNC1,141,139
175,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCN1,2,N[C@@H](Cc1ccc(O)cc1)C(=O)O,1.0,COc1ccccc1CCNCC1CCN1CC(N)Cc1ccc(O)cc1,142,139
176,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCN1,1,Nc1c(F)cccc1C(=O)O,1.0,COc1ccccc1CCNCC1CCN1Cc1cccc(F)c1N,143,139
177,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCN1,1,Cc1cc(N(C)CC(=O)O)cnc1F,1.0,COc1ccccc1CCNCC1CCN1CCN(C)c1cnc(F)c(C)c1,144,139
178,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCN1,1,O=C(O)c1cccc(F)c1F,0.9907,COc1ccccc1CCN(Cc1cccc(F)c1F)CC1CCN1,145,139
179,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCN1,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.9863,COc1ccccc1CCNCC1CCN1CC1Cc2ccccc2CN1,146,139
180,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCN1,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.9579,COc1ccccc1CCN(CC1CCN1)CC1Cc2ccccc2CN1,147,139
181,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCN1,1,O=C(O)[C@H](NC1CCC1)c1ccccc1,0.817,COc1ccccc1CCN(CC1CCN1)CC(NC1CCC1)c1ccccc1,148,139
182,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCN1,1,N[C@@H](CCC(=O)O)C(=O)O,0.7372,COc1ccccc1CCN(CCCC(N)C(=O)O)CC1CCN1,149,139
183,1,Direct acid -> amine (reductive),COc1ccccc1CCNCC1CCN1,1,N[C@@H](Cc1ccc([N+](=O)[O-])cc1)C(=O)O,0.6696,COc1ccccc1CCN(CC(N)Cc1ccc([N+](=O)[O-])cc1)CC1CCN1,150,139
185,1,Buchwald-Hartwig amination,COc1cccc2c1CCNC2c1c[nH]c2ccc(Br)cc12,2,NCCN1CCNCC1,1.0,COc1cccc2c1CCNC2c1c[nH]c2ccc(N3CCN(CCN)CC3)cc12,151,115
186,1,Buchwald-Hartwig amination,COc1cccc2c1CCNC2c1c[nH]c2ccc(Br)cc12,1,NCCC[C@H](N)C(=O)O,0.842,COc1cccc2c1CCNC2c1c[nH]c2ccc(NCCCC(N)C(=O)O)cc12,152,113
188,1,Urea formation (amine + amine),NC(Cc1ccc(O)cc1)CN1CCCCC1,2,Fc1ccc2[nH]cc(CNC3CCC3)c2c1,0.9673,O=C(NC(Cc1ccc(O)cc1)CN1CCCCC1)N(Cc1c[nH]c2ccc(F)cc12)C1CCC1,153,127
189,1,Urea formation (amine + amine),NC(Cc1ccc(O)cc1)CN1CCCCC1,1,NCCc1c[nH]c2ccccc12,0.951,O=C(NCCc1c[nH]c2ccccc12)NC(Cc1ccc(O)cc1)CN1CCCCC1,154,125
190,1,Urea formation (amine + amine),NC(Cc1ccc(O)cc1)CN1CCCCC1,1,N#Cc1cc(N)cc(Br)c1,0.8103,N#Cc1cc(Br)cc(NC(=O)NC(Cc2ccc(O)cc2)CN2CCCCC2)c1,155,125
191,1,Urea formation (amine + amine),NC(Cc1ccc(O)cc1)CN1CCCCC1,1,FC(F)(F)[C@@H]1CCCN1,0.8002,O=C(NC(Cc1ccc(O)cc1)CN1CCCCC1)N1CCCC1C(F)(F)F,156,127
192,1,Urea formation (amine + amine),NC(Cc1ccc(O)cc1)CN1CCCCC1,1,Nc1cccc2cc[nH]c12,0.6969,O=C(Nc1cccc2cc[nH]c12)NC(Cc1ccc(O)cc1)CN1CCCCC1,157,125
193,1,Urea formation (amine + amine),NC(Cc1ccc(O)cc1)CN1CCCCC1,1,COc1ccccc1CN,0.6216,COc1ccccc1CNC(=O)NC(Cc1ccc(O)cc1)CN1CCCCC1,158,125
195,1,Direct acid -> amine (reductive),NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O,2,NCCc1c[nH]c2ccccc12,1.0,NC(Cc1ccc(O)cc1)CN1CCCC1CNCCc1c[nH]c2ccccc12,159,136
196,1,Direct acid -> amine (reductive),NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O,1,COc1cccc(CN)c1,0.995,COc1cccc(CNCC2CCCN2CC(N)Cc2ccc(O)cc2)c1,160,136
197,1,Direct acid -> amine (reductive),NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O,1,N#Cc1cc(N)cc(Br)c1,0.9887,N#Cc1cc(Br)cc(NCC2CCCN2CC(N)Cc2ccc(O)cc2)c1,161,136
198,1,Direct acid -> amine (reductive),NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O,1,O=C(O)CCNCc1c[nH]c2ccc(F)cc12,0.985,NC(Cc1ccc(O)cc1)CN1CCCC1CN(CCC(=O)O)Cc1c[nH]c2ccc(F)cc12,162,138
199,1,Direct acid -> amine (reductive),NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O,1,O=C(O)CCNCc1c[nH]c2ccc(F)cc12,0.9805,O=C(O)C1CCCN1CC(Cc1ccc(O)cc1)NCCCNCc1c[nH]c2ccc(F)cc12,163,137
200,1,Direct acid -> amine (reductive),NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O,1,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0.9506,NC(CNC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O)Cc1c[nH]c2ccccc12,164,137
201,1,Direct acid -> amine (reductive),NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O,1,O=C(O)C1CCN1c1ccnc(F)c1,0.9385,O=C(O)C1CCCN1CC(Cc1ccc(O)cc1)NCC1CCN1c1ccnc(F)c1,165,137
202,1,Direct acid -> amine (reductive),NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O,1,N[C@@H](Cc1cccs1)C(=O)O,0.9367,NC(Cc1ccc(O)cc1)CN1CCCC1CNC(Cc1cccs1)C(=O)O,166,136
203,1,Direct acid -> amine (reductive),NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O,1,Nc1ccncc1C=O,0.9164,NC(Cc1ccc(O)cc1)CN1CCCC1CNc1ccncc1C=O,167,136
204,1,Direct acid -> amine (reductive),NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.8985,NC(Cc1ccc(O)cc1)CN1CCCC1CN1Cc2ccccc2CC1C(=O)O,168,138
205,1,Direct acid -> amine (reductive),NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O,1,Nc1ccc(C(=O)O)cc1Br,0.8974,Nc1ccc(CNC(Cc2ccc(O)cc2)CN2CCCC2C(=O)O)cc1Br,169,137
206,1,Direct acid -> amine (reductive),NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O,1,C[C@@H](NCc1cccc(Br)c1)C(=O)O,0.895,CC(C(=O)O)N(Cc1cccc(Br)c1)CC1CCCN1CC(N)Cc1ccc(O)cc1,170,138
207,1,Amide coupling,NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O,1,NCCN1CCN(c2cc(F)ccc2C(=O)CCl)CC1,0.8918,NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)NCCN1CCN(c2cc(F)ccc2C(=O)CCl)CC1,171,76
208,1,Direct acid -> amine (reductive),NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O,1,NCCc1ccccc1N[C@@H](CO)C(=O)O,0.8855,NCCc1ccccc1N(CC1CCCN1CC(N)Cc1ccc(O)cc1)C(CO)C(=O)O,172,138
209,1,Amide coupling,NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O,1,NCCc1ccncc1,0.8181,NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)NCCc1ccncc1,173,76
210,1,Direct acid -> amine (reductive),NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O,1,O=C(CCl)c1ccc(N2CC(C(=O)O)C2)cc1F,0.7394,O=C(CCl)c1ccc(N2CC(CNC(Cc3ccc(O)cc3)CN3CCCC3C(=O)O)C2)cc1F,174,137
211,1,Direct acid -> amine (reductive),NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O,1,N[C@@H]1CCCC[C@@H]1O,0.7251,NC(Cc1ccc(O)cc1)CN1CCCC1CNC1CCCCC1O,175,136
212,1,Direct acid -> amine (reductive),NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O,1,O=Cc1ccccc1NCCC(=O)O,0.706,NC(Cc1ccc(O)cc1)CN1CCCC1CN(CCC(=O)O)c1ccccc1C=O,176,138
213,1,Amide coupling,NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O,1,Nc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12,0.698,NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)Nc1c(Br)cccc1NCc1c[nH]c2ccc(Br)cc12,177,76
214,1,Amide coupling,NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O,1,COc1ccc(N)c(N)c1,0.6673,COc1ccc(N)c(NC(=O)C2CCCN2CC(N)Cc2ccc(O)cc2)c1,178,76
215,1,Amide coupling,NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O,1,N#Cc1ccc2[nH]cc(CNc3ccc(Br)cc3)c2c1,0.6626,N#Cc1ccc2[nH]cc(CN(C(=O)C3CCCN3CC(N)Cc3ccc(O)cc3)c3ccc(Br)cc3)c2c1,179,78
216,1,Direct acid -> amine (reductive),NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O,1,COc1ccccc1CNCC[C@H](N)C(=O)O,0.6572,COc1ccccc1CN(CCC(N)C(=O)O)CC1CCCN1CC(N)Cc1ccc(O)cc1,180,138
217,1,Amide coupling,NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O,1,COc1ccccc1CNCC[C@H](N)C(=O)O,0.6461,COc1ccccc1CNCCC(NC(=O)C1CCCN1CC(N)Cc1ccc(O)cc1)C(=O)O,181,76
218,1,Direct acid -> amine (reductive),NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O,1,OCC1CCCNC1,0.6448,NC(Cc1ccc(O)cc1)CN1CCCC1CN1CCCC(CO)C1,182,138
219,1,Amide coupling,NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O,1,FC(F)(F)[C@@H]1CCCN1,0.6441,NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)N1CCCC1C(F)(F)F,183,78
220,1,Amide coupling,NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)O,1,N[C@H](CNCC(=O)O)c1ccccc1,0.5436,NC(Cc1ccc(O)cc1)CN1CCCC1C(=O)NC(CNCC(=O)O)c1ccccc1,184,76
222,1,Direct acid -> amine (reductive),NCCCN1CCC1C(=O)O,2,NCCc1ccc(O)cc1,0.9849,NCCCN1CCC1CNCCc1ccc(O)cc1,185,136
223,1,Direct acid -> amine (reductive),NCCCN1CCC1C(=O)O,1,NCc1ccccc1O,0.9078,NCCCN1CCC1CNCc1ccccc1O,186,136
224,1,Direct acid -> amine (reductive),NCCCN1CCC1C(=O)O,1,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.8157,NC(CNCCCN1CCC1C(=O)O)Cc1ccc(O)cc1,187,137
225,1,Amide coupling,NCCCN1CCC1C(=O)O,1,O=C(O)[C@H]1Cc2ccccc2C(c2c[nH]c3ccc(F)cc23)N1,0.7491,O=C(NCCCN1CCC1C(=O)O)C1Cc2ccccc2C(c2c[nH]c3ccc(F)cc23)N1,188,77
226,1,Amide coupling,NCCCN1CCC1C(=O)O,1,O=C(O)CCNCc1c[nH]c2ccc(F)cc12,0.7028,NCCCN1CCC1C(=O)N(CCC(=O)O)Cc1c[nH]c2ccc(F)cc12,189,78
227,1,Direct acid -> amine (reductive),NCCCN1CCC1C(=O)O,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.6928,O=C(O)C1CCN1CCCNCC1Cc2ccccc2CN1,190,137
228,1,Direct acid -> amine (reductive),NCCCN1CCC1C(=O)O,1,Nc1ccccc1S,0.6885,NCCCN1CCC1CNc1ccccc1S,191,136
229,1,Direct acid -> amine (reductive),NCCCN1CCC1C(=O)O,1,N#Cc1ccc(N)c(N)c1,0.6075,N#Cc1ccc(N)c(NCC2CCN2CCCN)c1,192,136
230,1,Direct acid -> amine (reductive),NCCCN1CCC1C(=O)O,1,N#Cc1cc(N)cc(Br)c1,0.5634,N#Cc1cc(Br)cc(NCC2CCN2CCCN)c1,193,136
231,1,Amide coupling,NCCCN1CCC1C(=O)O,1,O=C(O)[C@@H]1Cc2ccccc2CN1,0.5473,NCCCN1CCC1C(=O)N1Cc2ccccc2CC1C(=O)O,194,78
232,1,Direct acid -> amine (reductive),NCCCN1CCC1C(=O)O,1,Nc1ccc(Br)cc1O,0.5257,NCCCN1CCC1CNc1ccc(Br)cc1O,195,136
233,1,Direct acid -> amine (reductive),NCCCN1CCC1C(=O)O,1,Cc1ccnc(Br)c1N,0.5089,Cc1ccnc(Br)c1NCC1CCN1CCCN,196,136
